Time	State	CNCPowerSupply-BC-1	CNCSpindle-BC-1	Spindel-BC-1	Spindel-BC-2	Spindel-BC-3	Spindel-BC-4	Spindel-BC-5	Spindel-BC-6	Spindel-BC-7	Spindel-BC-8	Spindel-BC-9	Spindel-BC-10	Spindel-BC-11	Spindel-BC-12	Spindel-BC-13	CNCXAchse-BC-1	CNCYAchse-BC-1	CNCZAchse-BC-1	CNCRotAchsen-BC-1	TankKühlmittel-BC-1	TankKühlmittel-BC-2	PumpeSindelkühlmittel1-BC-1	PumpeSindelkühlmittel1-BC-2	PumpeSindelkühlmittel1-BC-3	PumpeSindelkühlmittel1-BC-4	PumpeTrommelfilter-BC-1	PumpeTrommelfilter-BC-2	PumpeTrommelfilter-BC-3	PumpeTrommelfilter-BC-4	TankKühlöl-BC-1	TankKühlöl-BC-2	PumpeÖltemperaturregler-BC-1	PumpeÖltemperaturregler-BC-2	PumpeÖltemperaturregler-BC-3	PumpeÖltemperaturregler-BC-4	Y1Achse-BC-1	Y1Achse-BC-2	Y1Achse-BC-3	Y1Achse-BC-4	Y1Achse-BC-5	Y1Achse-BC-6	Y2Achse-BC-1	Y2Achse-BC-2	Y2Achse-BC-3	Y2Achse-BC-4	Y2Achse-BC-5	Y2Achse-BC-6	XAchse-BC-1	XAchse-BC-2	XAchse-BC-3	XAchse-BC-4	XAchse-BC-5	XAchse-BC-6	Z2Achse-BC-1	Z2Achse-BC-2	Z2Achse-BC-3	Z2Achse-BC-4	Z2Achse-BC-5	Z2Achse-BC-6	Z1Achse-BC-1	Z1Achse-BC-2	Z1Achse-BC-3	Z1Achse-BC-4	Z1Achse-BC-5	Z1Achse-BC-6	CAchse-BC-1	CAchse-BC-2	CAchse-BC-3	CAchse-BC-4	CAchse-BC-5	BAchse-BC-1	BAchse-BC-2	BAchse-BC-3	BAchse-BC-4	BAchse-BC-5	PumpeKühlölRotachsen-BC-1	PumpeKühlölRotachsen-BC-2	PumpeKühlölRotachsen-BC-3	PumpeKühlölRotachsen-BC-4	TankKühlÖlRotachsen-BC-1	TankKühlÖlRotachsen-BC-2
648.00	PROCESS	210.62300042687377	17.046989498287957	141.31266751340266	0.0034860215379388057	6.952636954783594	6.952636954783594	1.9658045125827854	6.952636954783594	6.952636954783594	1.9658045125827854	0.0	0.0	868.4746684479871	295.0497691670537	-132.90117067035303	20.60606060606061	14.429622812009086	15.127426142282445	10.0	293.5001866650427	1.7534032178531833	162.43798348335636	74.23670164353504	618.3267828139773	74.14661714067321	164.14756281736942	74.23670164353504	620.4860802339376	73.51907429933446	294.6616504713683	1.2084322804963878	10.000000000000009	127.32395447351627	257.34588061563875	0.85364366758463	0.45973067385491173	0.0	-0.007965262200001797	50.0	294.83873260928385	22.77189514420818	0.45973067385491173	0.0	-0.007965262200001797	50.0	294.83873260928397	22.771895144206397	1.0460248457734277E-31	0.0	0.0	50.0	294.8387637177585	22.7718951442076	27.898463683747647	0.0	0.0	50.0	295.0009268417035	15.787993868616207	27.898463683747647	0.0	0.0	50.0	295.00092684170346	15.787993868615725	0.0	0.0	0.0	293.6002677341232	258.13964429360954	0.0	0.0	0.0	293.5862311521574	390.83698748959995	219.95643171807248	127.32395447351627	88.77917229856021	0.6474375824786675	293.56133571473487	0.23264319970538938
649.00	PROCESS	210.6329058117949	17.046945889753147	141.31266751150844	0.003485759423556993	6.952375548658266	6.952375548658266	1.9658045125827854	6.952375548658266	6.952375548658266	1.9658045125827854	0.0	0.0	868.4746792433489	295.0521192028656	-132.92248483520154	20.60606060606061	14.364597194093236	15.127426142282445	10.0	293.50121281155	1.760087310120923	162.43798357946085	74.23670164353504	618.3267828719696	74.14654532102475	164.1475632900293	74.23670164353504	620.4860803610778	73.51900310959056	294.6639605940457	1.210779659143318	10.000000000000009	127.32395447351627	257.3458961188355	0.8538826257035759	0.4596759153976917	0.0	-0.006397574400001483	50.0	294.8408815900876	22.771896374214087	0.4596759153976917	0.0	-0.006397574400001483	50.0	294.8408815900877	22.771896374211625	0.4618629428995596	0.0	0.0062362112000006725	50.0	294.8409119317592	22.771896374213178	27.898463683747647	0.0	0.0	50.0	295.00323900443067	15.787994721390874	27.898463683747647	0.0	0.0	50.0	295.00323900443146	15.78799472139143	0.0	0.0	0.0	293.600866719081	258.1395603352158	0.0	0.0	0.0	293.58683701403805	390.8369287356545	219.9564993236447	127.32395447351627	88.77910429285836	0.6475999256238193	293.5619417008815	0.23307571992062878
650.00	PROCESS	210.57512399337566	17.046902311065224	141.31266750994294	0.003485497498464319	6.952114321504858	6.952114321504858	1.9658045125827854	6.952114321504858	6.952114321504858	1.9658045125827854	0.0	0.0	868.4746649326288	295.054467795207	-132.94377523117998	20.946929269043324	14.300906552175007	15.127426142282445	10.0	293.50223895250366	1.766777300009619	162.43798303045634	74.23670164353504	618.3267825406849	74.14647308975431	164.14756479946345	74.23670164353504	620.4860807670984	73.5189318305072	294.66626931960553	1.2131266040710553	10.000000000000009	127.32395447351627	257.34587561613773	0.8541212189544308	0.47575715126553114	0.0	0.059059550400001444	50.0	294.84302938480755	22.771893485412185	0.47575715126553114	0.0	0.059059550400001444	50.0	294.84302938480766	22.771893485411404	0.4618724566834138	0.0	0.012516011400001343	50.0	294.8430588491279	22.771893485411447	27.898463683747647	0.0	0.0	50.0	295.0055497878934	15.787992718554376	27.898463683747647	0.0	0.0	50.0	295.0055497878946	15.78799271855585	0.0	0.0	0.0	293.6014669967175	258.13967927148815	0.0	0.0	0.0	293.5874428816514	390.83701243600524	219.95640237119392	127.32395447351627	88.77920181913095	0.647762117909409	293.5625476306907	0.23350837013415984
651.00	PROCESS	210.5947382400641	17.046858762227544	141.31266750812614	0.0034852357624593866	6.951853273123385	6.951853273123385	1.9658045125827854	6.951853273123385	6.951853273123385	1.9658045125827854	0.0	0.0	868.4746705852989	295.0568149448798	-132.9650493705402	21.20809997490747	14.30206332200315	15.127426142282445	10.0	293.50326508789277	1.7734731755705246	162.4379844657141	74.23670164353504	618.3267834067595	74.14640091536978	164.1475635903368	74.23670164353504	620.486080441857	73.51886049433253	294.66857664959696	1.2154731139893495	10.000000000000009	127.32395447351627	257.3458839443049	0.8543594483779177	0.45448437787875356	0.0	-0.006852982199999092	50.0	294.8451759976199	22.771894192482243	0.45448437787875356	0.0	-0.006852982199999092	50.0	294.84517599762023	22.7718941924803	0.4605816740075372	0.0	0.011505963200001804	50.0	294.84520476727033	22.77189419248167	27.898463683747647	0.0	0.0	50.0	295.00785917245	15.787993208772946	27.898463683747647	0.0	0.0	50.0	295.0078591724505	15.787993208775001	0.0	0.0	0.0	293.6020665537209	258.1397187430701	0.0	0.0	0.0	293.58804875029136	390.83703933699366	219.95637245471121	127.32395447351627	88.77923191267703	0.6479241588245163	293.5631535076269	0.23394115188709422
652.00	PROCESS	210.65955530654037	17.046815243182607	141.31266750649078	0.0034849742153139126	6.951592403320674	6.951592403320674	1.9658045125827854	6.951592403320674	6.951592403320674	1.9658045125827854	0.0	0.0	868.4746310836571	295.05916065360657	-132.9862970444815	21.368568251720674	14.178444854990474	15.127426142282445	10.0	293.50429121771214	1.7801749249325582	162.43798366855273	74.23670164353504	618.3267829257301	74.14632874411689	164.1475664144269	74.23670164353504	620.4860812015049	73.5187891545133	294.6708825865323	1.2178191884106133	10.000000000000009	127.32395447351627	257.34582876261913	0.8545973149630468	0.452564802149215	0.0	-5.217035999999564E-4	50.0	294.8473214476507	22.771895491974742	0.452564802149215	0.0	-5.217035999999564E-4	50.0	294.847321447651	22.77189549197363	0.45887973115181724	0.0	0.0049575028000019864	50.0	294.84734979535136	22.77189549197434	27.898463683747647	0.0	0.0	50.0	295.01016719411854	15.787994109725132	27.898463683747647	0.0	0.0	50.0	295.01016719411797	15.787994109726496	0.0	0.0	0.0	293.60266652877704	258.1397154943605	0.0	0.0	0.0	293.58865461403155	390.8370368198318	219.9563756751322	127.32395447351627	88.77922867319572	0.6480860481180635	293.5637593314457	0.2343740653332992
653.00	PROCESS	210.59928271085244	17.046771753916204	141.31266750484497	0.0034847128568192935	6.951331711902373	6.951331711902373	1.9658045125827854	6.951331711902373	6.951331711902373	1.9658045125827854	0.0	0.0	868.4746646857673	295.06150492237344	-133.00753677143902	21.426614153893368	13.985075629957251	15.127426142282445	10.0	293.5053173419587	1.7868825363032137	162.4379785938072	74.23670164353504	618.3267798634861	74.1462565840951	164.14756253403604	74.23670164353504	620.4860801577241	73.51871777839284	294.6731871323452	1.2201648266039875	10.000000000000009	127.32395447351627	257.34587662733935	0.8548348193430639	3.81993104576305E-8	0.0	-0.0	50.0	294.8494657190405	22.771894462297723	3.81993104576305E-8	0.0	-0.0	50.0	294.84946571904044	22.77189446229544	0.4581877361467383	0.0	0.0018840864000020515	50.0	294.849493853361	22.77189446229565	27.898463683747647	0.0	0.0	50.0	295.01247381333997	15.787993395839528	27.898463683747647	0.0	0.0	50.0	295.0124738133399	15.78799339584043	0.0	0.0	0.0	293.60326636024894	258.1396144746611	0.0	0.0	0.0	293.58926046845727	390.8369661733716	219.95645687516782	127.32395447351627	88.77914699257036	0.6482477832763581	293.564365104054	0.23480711129667223
654.00	PROCESS	210.46266319890412	17.046728294387975	141.3126675028845	0.0034844516868036833	6.951071198707017	6.951071198707017	1.9658045125827854	6.951071198707017	6.951071198707017	1.9658045125827854	0.0	0.0	868.4746913545437	295.06384775225547	-133.02875637132686	21.447342342813904	13.95010395221368	15.127426142282445	10.0	293.506343460633	1.7935959979677742	162.43796809196598	74.23670164353504	618.3267735263803	74.14618465123345	164.14756560754194	74.23670164353504	620.4860809844622	73.51864644083832	294.6754902889708	1.2225100277255196	10.000000000000009	127.32395447351627	257.3459129291447	0.8550719631381406	0.48664133878313914	0.0	0.3042000000000047	50.0	294.8516086856562	22.77189403051292	0.48664133878313914	0.0	0.3042000000000047	50.0	294.851608685656	22.771894030509973	0.44572117965244684	0.0	-0.0013235185999999522	50.0	294.85163685553505	22.77189403051168	35.67072041743544	0.0	51.1472	50.0	295.0147790520413	15.787993096478186	35.67072041743544	0.0	51.1472	50.0	295.0147790520413	15.787993096479088	-9.990919699753725	0.0	0.0	293.6038662122789	258.139701642692	0.0	0.0	0.0	293.5898663107642	390.8370277547739	219.95638521128774	127.32395447351627	88.77921908059955	0.6484093620856566	293.5649708259422	0.23524029011957537
655.00	PROCESS	210.44196892606828	17.04668486455833	141.31266750125016	0.0034841907050863078	6.950810863595614	6.950810863595614	1.9658045125827854	6.950810863595614	6.950810863595614	1.9658045125827854	0.0	0.0	868.4746572856538	295.0661891482581	-133.04994408471427	20.675528825635446	14.903494462381332	20.548473350678364	7.370810605327968	293.50736957373346	1.80031529826207	162.4379876446183	74.23670164353504	618.3267853249997	74.14611323186365	164.14756317239738	74.23670164353504	620.4860803294362	73.51857512890847	294.6777920583989	1.2248547909860543	10.000000000000009	127.32395447351627	257.34586483036924	0.8553087485934294	4.409318671785208E-4	0.0	-0.0	50.0	294.8537502864248	22.771895995710175	4.409318671785208E-4	0.0	-0.0	50.0	294.8537502864247	22.771895995708725	4.569022396708174E-8	0.0	-0.0	50.0	294.85377873997453	22.7718959957091	35.212023418276274	0.0	-38.1828974592	50.0	295.01708468676037	15.78799445897024	35.212023418276274	0.0	-38.1828974592	50.0	295.0170846867606	15.787994458971486	-0.0	0.0	0.0	293.60445457032284	258.1396852795974	0.0	0.0	0.0	293.5904721366199	390.8370157913353	219.95639971364963	127.32395447351627	88.77920449240415	0.6485707849294018	293.5655764538426	0.23567357712019638
656.00	PROCESS	215.26141460323026	17.046641464430763	141.31266749939036	0.0034839299114467026	6.950550706349905	6.950550706349905	1.9658045125827854	6.950550706349905	6.950550706349905	1.9658045125827854	0.0	0.0	868.4746618713591	295.0685291136591	-133.07111374679832	20.60606061103325	13.950128302549942	12.777576002915598	10.0	293.50839568125855	1.8070404255769854	162.43797193921088	74.23670164353504	618.3267758479158	74.14604141686137	164.1475646869726	74.23670164353504	620.4860807368395	73.51850380137903	294.68009244355574	1.2271991163703466	10.000000000000009	127.32395447351627	257.3458720927581	0.8555451754472078	1.0460248457734277E-31	0.0	0.0	50.0	294.8558905892321	22.77189551142851	1.0460248457734277E-31	0.0	0.0	50.0	294.85589058923193	22.771895511426727	1.0460248457734277E-31	0.0	0.0	50.0	294.85591934486104	22.77189551142744	35.60962878456092	0.0	-6.003989667	50.0	295.0193916792026	15.787994123212272	35.60962878456092	0.0	-6.003989667	50.0	295.01939167920267	15.787994123214558	1.3980520516648391	0.0	0.0	293.6050381805281	258.13979693277446	0.0	0.0	0.0	293.591077944271	390.837093985744	219.95630965927973	127.32395447351627	88.77929507976893	0.6487320521284118	293.56618192690144	0.2361069311045497
657.00	PROCESS	207.15173289060772	17.046598093945903	141.31266749790075	0.0034836693056419883	6.9502907267673555	6.9502907267673555	1.9658045125827854	6.9502907267673555	6.9502907267673555	1.9658045125827854	0.0	0.0	868.4746848876987	295.0708676472645	-133.09226463152706	20.60606060606061	13.950103950103951	14.485767753340667	10.367908434648644	293.5094217832	1.8137713683243843	162.43797717916203	74.23670164353504	618.3267790098494	74.14596944670376	164.1475623833872	74.23670164353504	620.4860801172015	73.5184325010114	294.6823914503094	1.2295430064387622	10.000000000000009	127.32395447351627	257.34590412073646	0.8557812443950097	1.0460248457734277E-31	0.0	0.0	50.0	294.8580295166639	22.77189576113822	1.0460248457734277E-31	0.0	0.0	50.0	294.85802951666375	22.771895761136772	1.0460248457734277E-31	0.0	0.0	50.0	294.8580584558516	22.771895761137152	35.50369297349218	0.0	-5.995871388800001	50.0	295.0216977639178	15.787994296340532	35.50369297349218	0.0	-5.995871388800001	50.0	295.021697763918	15.787994296340395	0.0	0.0	0.0	293.60563827791503	258.13965863143375	0.0	0.0	0.0	293.59168373032924	390.836996573784	219.95642261330767	127.32395447351627	88.77918145721242	0.6488931626957157	293.5667872930461	0.23654036993986732
658.00	PROCESS	209.67129966016398	17.046554753094824	141.31266749616347	0.003483408887500143	6.950030924675746	6.950030924675746	1.9658045125827854	6.950030924675746	6.950030924675746	1.9658045125827854	0.0	0.0	868.4746661259958	295.0732047503584	-133.11338749151486	20.60606060606061	13.950103950103951	14.482829159890471	10.0	293.51044787955277	1.8205081149773616	162.4379728998568	74.23670164353504	618.3267764275965	74.14589782622738	164.14756524225587	74.23670164353504	620.4860808862044	73.51836122016142	294.68468908299866	1.2318864631800401	10.000000000000009	127.32395447351627	257.34587735332485	0.8560169575620942	1.0460248457734277E-31	0.0	0.0	50.0	294.86016702492	22.771896134782402	1.0460248457734277E-31	0.0	0.0	50.0	294.8601670249198	22.771896134780125	0.4467894205523229	0.0	0.04611077119999818	50.0	294.8601960593706	22.77189613478183	35.521147584275184	0.0	-0.6613772606000001	50.0	295.0240022568373	15.787994555390865	35.521147584275184	0.0	-0.6613772606000001	50.0	295.02400225683806	15.787994555391188	0.0	0.0	0.0	293.60624162146803	258.13964343725564	0.0	0.0	0.0	293.59228948791076	390.836986769503	219.95643270543718	127.32395447351627	88.77917130535172	0.6490541126422409	293.56739262996246	0.2369739445845497
659.00	PROCESS	209.51840148291558	17.0465114418231	141.3126674945474	0.0034831486567708254	6.949771299857474	6.949771299857474	1.9658045125827854	6.949771299857474	6.949771299857474	1.9658045125827854	0.0	0.0	868.4746528049911	295.0755404260271	-133.1344883353809	21.38156408727958	13.950103950103951	14.869448090253087	10.0	293.51147397031735	1.827250654097138	162.4379717892994	74.23670164353504	618.3267757574552	74.1458261151949	164.14756101534982	74.23670164353504	620.4860797492152	73.51828992139924	294.68698534156374	1.2342294847331048	10.000000000000009	127.32395447351627	257.34585925064334	0.8562523155404751	0.45779202444530676	0.0	1.620000000108124E-8	50.0	294.8623032044804	22.77189608239633	0.45779202444530676	0.0	1.620000000108124E-8	50.0	294.8623032044804	22.771896082394715	0.4583568584629219	0.0	-0.0022579200000017296	50.0	294.8623323839346	22.77189608239576	27.90038049185157	0.0	0.0	50.0	295.02630554418334	15.787994519071104	27.90038049185157	0.0	0.0	50.0	295.02630554418334	15.78799451907178	35.82288535897056	0.0	0.0	293.60684107484593	258.1396695378635	0.0	0.0	0.0	293.5928952107772	390.83700512690854	219.95641147890586	127.32395447351627	88.77919265751416	0.6492148983107388	293.5679979355062	0.23740766516078393
660.00	PROCESS	210.09744640555192	17.046468160109754	141.31266749284143	0.0034828886132248597	6.9495118520967365	6.9495118520967365	1.9658045125827854	6.9495118520967365	6.9495118520967365	1.9658045125827854	0.0	0.0	868.4746591729356	295.07787467505085	-133.15557011030916	21.34128645911737	13.975540721867858	15.127482213742269	10.0	293.51250005548405	1.833998974257299	162.43799051505647	74.23670164353504	618.3267870571028	74.1457545411425	164.147562147594	74.23670164353504	620.4860800537758	73.51821865714211	294.689280225569	1.236572067987227	10.000000000000009	127.32395447351627	257.34586832316626	0.8564873187695318	0.46278110826698815	0.0	0.009363957200000822	50.0	294.8644382317412	22.771894054013124	0.46278110826698815	0.0	0.009363957200000822	50.0	294.86443823174113	22.771894054012172	0.45641456342918824	0.0	0.006132177799998041	50.0	294.8644677144528	22.771894054011224	27.898463683747647	0.0	0.0	50.0	295.02860561441014	15.78799311277168	27.898463683747647	0.0	0.0	50.0	295.0286056144098	15.787993112773506	0.0	0.0	0.0	293.6074828127197	258.13968973275405	0.0	0.0	0.0	293.59350089174734	390.83701909746094	219.95639563787424	127.32395447351627	88.77920859230235	0.6493755215156113	293.56860335767465	0.23784161524060302
661.00	PROCESS	214.0865973947125	17.04642490791008	141.3126674913335	0.0034826287566497444	6.949252581210897	6.949252581210897	1.9658045125827854	6.949252581210897	6.949252581210897	1.9658045125827854	0.0	0.0	868.474686283736	295.0802074981717	-133.17663351354577	21.417840900658433	14.162174669120347	15.127426142282445	10.0	293.5135261350408	1.840753064056022	162.43799162418668	74.23670164353504	618.3267877263831	74.14568231268171	164.1475643139471	74.23670164353504	620.4860806364999	73.51814746605147	294.6915737346631	1.2389142098242523	10.000000000000009	127.32395447351627	257.34590622143185	0.85672196883376	0.46211838539893585	0.0	0.015164748000001536	50.0	294.86657236472195	22.771896727995184	0.46211838539893585	0.0	0.015164748000001536	50.0	294.8665723647219	22.771896727993234	0.46242515606979817	0.0	-0.012616342400001191	50.0	294.8666021585848	22.771896727994278	27.898463683747647	0.0	0.0	50.0	295.0309015775884	15.787994966671556	27.898463683747647	0.0	0.0	50.0	295.03090157758857	15.787994966672924	0.0	0.0	0.0	293.6081406417664	258.1396575490657	0.0	0.0	0.0	293.5941065315296	390.83699646192724	219.95642183398817	127.32395447351627	88.77918224114435	0.6495359838751089	293.5692091183289	0.23827594285136255
662.00	PROCESS	210.59979259032878	17.046381685205574	141.3126674894962	0.0034823690868665256	6.948993487023666	6.948993487023666	1.9658045125827854	6.948993487023666	6.948993487023666	1.9658045125827854	0.0	0.0	868.4746295280468	295.0825388991982	-133.1976603241288	21.147380675349446	14.314267638306148	15.127426142282445	10.0	293.51455220897293	1.847512912130255	162.43798621895166	74.23670164353504	618.3267844647124	74.14560946603918	164.14756330326207	74.23670164353504	620.4860803646372	73.51807617251545	294.69386586643617	1.2412559054959906	10.000000000000009	127.32395447351627	257.3458261429729	0.8569562675141086	0.44547821657907555	0.0	0.014377717799999494	50.0	294.8687056579785	22.771895098857232	0.44547821657907555	0.0	0.014377717799999494	50.0	294.8687056579785	22.77189509885528	0.45444154745299525	0.0	0.013360868399998253	50.0	294.86873564950963	22.771895098855325	27.898463683747647	0.0	0.0	50.0	295.0331956190646	15.787993837173287	27.898463683747647	0.0	0.0	50.0	295.0331956190655	15.78799383717361	-0.04359046986052436	0.0	0.0	293.6087459352631	258.13953686804894	0.0	0.0	0.0	293.5947121347904	390.8369122375207	219.95651840226665	127.32395447351627	88.77908510131786	0.6496962884498949	293.5698150698339	0.23871059714658147
663.00	PROCESS	210.6543054778723	17.04633849194491	141.31266748790677	0.0034821096036016432	6.948734569301021	6.948734569301021	1.9658045125827854	6.948734569301021	6.948734569301021	1.9658045125827854	0.0	0.0	868.4746798255502	295.0848688802072	-133.21867960357386	21.349375461129114	14.093449152284535	15.127426142282445	9.988528823720914	293.5155782772729	1.8542785072005645	162.43798022407458	74.23670164353504	618.3267808472351	74.14553691219838	164.14756156753378	74.23670164353504	620.4860798977463	73.51800484977126	294.69615662095384	1.2435971518007705	10.000000000000009	127.32395447351627	257.3458979451375	0.8571902146563127	0.44812994376469084	0.0	0.04676372999999789	50.0	294.8708380024446	22.77189617857885	0.44812994376469084	0.0	0.04676372999999789	50.0	294.8708380024446	22.77189617857607	0.46811693173767266	0.0	-0.0012070456000000515	50.0	294.8708681031326	22.771896178578444	27.898463683747647	0.0	0.0	50.0	295.03548858462153	15.787994585755552	27.898463683747647	0.0	0.0	50.0	295.03548858462113	15.787994585755417	0.0	0.0	0.0	293.6093412237395	258.1396088599238	0.0	0.0	0.0	293.5953177181153	390.83696332318635	219.95645864195765	127.32395447351627	88.77914521532361	0.649856443461175	293.5704209673622	0.23914541688723262
664.00	PROCESS	210.52052564217786	17.046295328113104	141.31266748617506	0.003481850306660581	6.948475827855613	6.948475827855613	1.9658045125827854	6.948475827855613	6.948475827855613	1.9658045125827854	0.0	0.0	868.4746749438209	295.0871974416197	-133.23966732199912	20.677432315284648	14.433097398591372	15.127426142282445	10.0	293.5166043399426	1.8610498381003873	162.43798387706573	74.23670164353504	618.3267830515526	74.14546483988653	164.14756457742098	74.23670164353504	620.4860807073715	73.51793360312195	294.69844600187764	1.2459379489763258	10.000000000000009	127.32395447351627	257.3458896383669	0.8574238117408961	0.4596941678543951	0.0	-0.007815932200001792	50.0	294.87296929933757	22.77189424164575	0.4596941678543951	0.0	-0.007815932200001792	50.0	294.87296929933746	22.771894241644965	5.3104315027915435E-8	0.0	0.0	50.0	294.8729994513477	22.771894241644343	27.898463683747647	0.0	0.0	50.0	295.0377800415096	15.78799324285945	27.898463683747647	0.0	0.0	50.0	295.03778004150956	15.787993242860349	0.04363410483717094	0.0	0.0	293.60994345791244	258.1396944826695	0.0	0.0	0.0	293.59592330669966	390.83702279143074	219.95639088366877	127.32395447351627	88.77921337464599	0.6500164597101061	293.5710268002908	0.23958035937654862
665.00	PROCESS	210.65067801281918	17.046252193662696	141.31266748449153	0.003481591195837867	6.948217262508419	6.948217262508419	1.9658045125827854	6.948217262508419	6.948217262508419	1.9658045125827854	0.0	0.0	868.4746513824006	295.089524586982	-133.26062714843584	20.60606061184015	14.364613376039458	15.127426142282445	10.011482659167676	293.5176303969838	1.8678268937287252	162.4379787886415	74.23670164353504	618.3267799810546	74.14539286560557	164.1475667077393	74.23670164353504	620.4860812804027	73.5178623166415	294.70073401271327	1.2482782979305445	10.000000000000009	127.32395447351627	257.34585707133454	0.8576570606704887	0.45584438439776204	0.0	0.00938783999999789	50.0	294.87509948557476	22.771896560460792	0.45584438439776204	0.0	0.00938783999999789	50.0	294.87509948557465	22.77189656045917	1.0460248457734277E-31	0.0	0.0	50.0	294.87512954269005	22.771896560460053	27.898463683747647	0.0	0.0	50.0	295.0400701984363	15.787994850517846	27.898463683747647	0.0	0.0	50.0	295.04007019843743	15.7879948505199	0.0	0.0	0.0	293.61054113967043	258.1396934165286	0.0	0.0	0.0	293.5965289167799	390.83702152663244	219.95639305892732	127.32395447351627	88.77921118651298	0.6501763408782271	293.57163257921513	0.24001542884013866
666.00	PROCESS	210.579471051165	17.046209088571715	141.31266748284443	0.0034813322708606835	6.947958873006444	6.947958873006444	1.9658045125827854	6.947958873006444	6.947958873006444	1.9658045125827854	0.0	0.0	868.4746553337097	295.0918503178833	-133.281566527189	20.60606060606061	14.430402009451285	15.127426142282445	10.0	293.51865644839313	1.8746096630110474	162.43798073119743	74.23670164353504	618.3267811532475	74.1453209426275	164.14756440015273	74.23670164353504	620.4860806596881	73.51779089839057	294.70302065604864	1.2506181988112905	10.000000000000009	127.32395447351627	257.3458632174588	0.8578899610283989	0.45778546712802815	0.0	-2.1144261775358543E-15	50.0	294.877228534122	22.77189664444247	0.45778546712802815	0.0	-2.1144261775358543E-15	50.0	294.8772285341217	22.771896644440847	1.0460248457734277E-31	0.0	0.0	50.0	294.8772581670405	22.771896644441895	27.898463683747647	0.0	0.0	50.0	295.04235898251926	15.787994908743043	27.898463683747647	0.0	0.0	50.0	295.04235898251966	15.787994908744631	0.0	0.0	0.0	293.61114206496774	258.13977384765064	0.0	0.0	0.0	293.59713455121056	390.8370777892328	219.95632835185197	127.32395447351627	88.77927627656302	0.6503360831770866	293.57223830044234	0.24045062453827906
667.00	PROCESS	210.63320930387215	17.046166012797556	141.3126674810217	0.0034810735315102437	6.947700659143912	6.947700659143912	1.9658045125827854	6.947700659143912	6.947700659143912	1.9658045125827854	0.0	0.0	868.474682214364	295.09417463378304	-133.302486590927	20.60606060606061	14.429428173186082	15.127426142282445	10.0	293.5196824941646	1.8813981349023994	162.43798312952325	74.23670164353504	618.3267826004645	74.14524911973945	164.14756688531457	74.23670164353504	620.4860813281682	73.5177195074391	294.7053059334231	1.2529576507331806	10.000000000000009	127.32395447351627	257.34590064867854	0.8581225140302475	0.46207519674980835	0.0	-0.013775704800001412	50.0	294.87935642372116	22.771896801164566	0.46207519674980835	0.0	-0.013775704800001412	50.0	294.87935642372094	22.77189680116278	0.4634948897289805	0.0	0.012205468800000941	50.0	294.87938529085994	22.77189680116399	27.898463683747647	0.0	0.0	50.0	295.04464639464953	15.787995017400748	27.898463683747647	0.0	0.0	50.0	295.0446463946504	15.787995017401187	0.0	0.0	0.0	293.6117409275431	258.1396787548783	0.0	0.0	0.0	293.5977401990689	390.8370107883796	219.95640607274626	127.32395447351627	88.77919809567064	0.6504956840548345	293.57284396981424	0.24088594903121696
668.00	PROCESS	210.63231043183225	17.046122966297048	141.31266747940924	0.0034808149775675014	6.947442620734614	6.947442620734614	1.9658045125827854	6.947442620734614	6.947442620734614	1.9658045125827854	0.0	0.0	868.4746619906197	295.09649753722005	-133.32337559586273	21.05532817625796	14.284664013834828	15.127426142282445	10.0	293.5207085342953	1.888192298422216	162.43797518746624	74.23670164353504	618.3267778080043	74.14517713026285	164.14756557870186	74.23670164353504	620.4860809767044	73.51764813033144	294.707589846106	1.2552966523742737	10.000000000000009	127.32395447351627	257.3458716212735	0.8583547215881823	0.4721231473420382	0.0	0.030466025400000936	50.0	294.88148315184503	22.77189577202468	0.4721231473420382	0.0	0.030466025400000936	50.0	294.881483151845	22.771895772022894	0.4616851263582921	0.0	0.01405003460000158	50.0	294.881511144773	22.77189577202394	27.898463683747647	0.0	0.0	50.0	295.0469324599926	15.787994303886974	27.898463683747647	0.0	0.0	50.0	295.04693245999283	15.787994303889024	0.0	0.0	0.0	293.61234105190937	258.13974813050123	0.0	0.0	0.0	293.59834585216896	390.837059883079	219.95634881048255	127.32395447351627	88.77925569684618	0.6506551405931583	293.5734495853819	0.24132140186699516
