Time	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Tank-BC-1	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1
3535.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01874987242627	293.43176188478037	234.1083102184091	736.7060707575226	101.76571557295355	289.2381891574961	151.07998173512536	69.03892829036921	848.9305204010518	55.79584550609085	87.42968913759469	67.22611759140578	346.1048091874401	21.051141254309265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494431374	0.0037735439817104866	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	309.98884834342226
3536.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187715107342	293.43274371569004	234.10831021988184	736.7060707575226	101.76691771474233	289.250791654843	151.07997227027025	69.03892829036921	848.9082399260823	55.85520304816589	87.42937478973582	67.22611759140578	346.09459068930965	21.050968152493557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494417941	0.009246908028838367	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	309.9931897172552
3537.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01878076623757	293.4337281701032	234.10831022028208	736.7060707575226	101.76811711749569	289.2633864577877	151.07997227027025	69.03892829036921	848.9015985517173	55.91430670474164	87.42904077121261	67.22611759140578	346.08366589049456	21.050797328310836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494405964	0.0023626574393564377	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	309.9975307479029
3538.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187594611033	293.4347152402042	234.1083102198946	736.7060707575226	101.76932461332163	289.27600025131545	151.07997227027025	69.03892829036921	848.9126076093233	55.97316023236072	87.4287349089592	67.22611759140578	346.07334889661485	21.05062446475086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494398178	0.005178894106539651	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0018715238142
3539.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187647220154	293.43570492494547	234.10831022090957	736.7060707575226	101.77053250520521	289.2886144911692	151.07997227027025	69.03892829036921	848.9060749020053	56.031763534772836	87.42841199085447	67.22611759140578	346.0630725968901	21.050450504214954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474943890684	0.003646725636622432	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.00621200892203
3540.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01877077197645	293.4366972233504	234.10831022159792	736.7060707575226	101.77174387346287	289.30123652225916	151.0799756129556	69.03892829036921	848.9240033675616	56.09011825462828	87.42808130316844	67.22611759140578	346.052134437889	21.05027948718515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494383271	0.001971803367906302	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.01055215955654
3541.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187672020492	293.43769213141445	234.10831022120735	736.7060707575226	101.77296239381735	289.31387536830675	151.07997227027025	69.03892829036921	848.911719349266	56.148225663027404	87.42775979382198	67.22611759140578	346.0417824119918	21.050107205090132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494378784	0.0023750448838192437	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.01489205103314
3542.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187606479361	293.43868964529975	234.1083102205318	736.7060707575226	101.77418151162053	289.32651511449785	151.07997227027025	69.03892829036921	848.9192117360461	56.20608767707417	87.42742140592229	67.22611759140578	346.0314899485331	21.04993430024342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474943749605	0.001329308434629675	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0192317433101
3543.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01876430994105	293.4396897633664	234.10831022114326	736.7060707575226	101.77539608960862	289.339143105088	151.07997438024842	69.03892829036921	848.9226470097061	56.263706438874436	87.4270909412296	67.22611759140578	346.02127525209994	21.049764983273263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.704749436984	0.003632187892935998	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0235711887264
3544.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01875869884213	293.44069248215015	234.1083102199907	736.7060707575226	101.77661028465448	289.3517693546386	151.07997227027025	69.03892829036921	848.8833434588563	56.32108271083985	87.42677912191178	67.22611759140578	346.0104231812017	21.049598281638794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494363497	0.00251419480735945	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.02791041447045
3545.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187797204387	293.441697801922	234.10831022069823	736.7060707575226	101.77782176807364	289.3643882958512	151.07997270601234	69.03892829036921	848.9205844681942	56.3782204919665	87.426455334415	67.22611759140578	346.00009613471525	21.049429453554566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494351998	0.008630770276305055	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.03224940556703
3546.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01878425258064	293.4427057192991	234.10831022022765	736.7060707575226	101.77903187426239	289.3770031130499	151.07997227027025	69.03892829036921	848.9073034433117	56.435119561271094	87.42611853870736	67.22611759140578	345.9898276587399	21.04925924275968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494336622	0.006270192839780314	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0365881374803
3547.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01875467623853	293.4437162256241	234.10831022008992	736.7060707575226	101.78024271675781	289.389619003785	151.07997597840094	69.03892829036921	848.9249052460681	56.491780104459814	87.42578888355396	67.22611759140578	345.97893168542726	21.049092333293814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474943242795	0.00568486108478046	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.040926651998
3548.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187757983387	293.4447293226178	234.10831022094158	736.7060707575226	101.78145071139443	289.4022272702751	151.07997227027025	69.03892829036921	848.9137223879977	56.54820466519714	87.42543806568257	67.22611759140578	345.9685718777432	21.048924385005574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474943108786	0.0073003123681633945	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0452648761788
3549.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187694709155	293.4457450067865	234.10831022029163	736.7060707575226	101.78266214466996	289.4148431602548	151.07997287815655	69.03892829036921	848.920851104593	56.60439463706591	87.42510989913198	67.22611759140578	345.95834436082873	21.048756035878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494295587	0.007514792777702654	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.04960283881104
3550.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187594764185	293.4467632730785	234.1083102207751	736.7060707575226	101.78387449155349	289.4274606606866	151.07997227027025	69.03892829036921	848.9047710975968	56.660352046347924	87.42478863370671	67.22611759140578	345.9481796506505	21.04859124445148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494284444	0.0032805905814462695	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.05394056131956
3551.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01876753754425	293.4477841207657	234.10831021928632	736.7060707575226	101.78508591742849	289.4400752167052	151.07997227027025	69.03892829036921	848.9089254144114	56.71607861641609	87.4244487203509	67.22611759140578	345.93731334755614	21.048428610671962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474942793265	0.0016772715915463188	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.05827808889023
3552.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187477011459	293.44880754427396	234.10831022133215	736.7060707575226	101.78629255858473	289.45267740872555	151.07997227027025	69.03892829036921	848.8968697513038	56.77157595277779	87.42413379454132	67.22611759140578	345.92704937491624	21.048264025865187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474942726423	0.004799130921511034	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0626153229145
3553.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.018773989338	293.44983354517274	234.10831022028844	736.7060707575226	101.78750294018894	289.46528790884855	151.07997227027025	69.03892829036921	848.904922888849	56.826845288450336	87.42378709739785	67.22611759140578	345.9168035404565	21.048098352289685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474942568734	0.010486633341763404	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.06695225088373
3554.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187602020316	293.45086211805653	234.1083102203557	736.7060707575226	101.78871805465495	289.477909346166	151.07997227027025	69.03892829036921	848.9149612531543	56.88188785020186	87.42343022816112	67.22611759140578	345.90590523917496	21.047935784153204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474942354076	0.010311472709518748	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.071288986391
3555.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187593052479	293.451893259148	234.10831022002594	736.7060707575226	101.78992812548262	289.49051786778796	151.07998300981373	69.03892829036921	848.9359379112578	56.93670392817522	87.4231004994667	67.22611759140578	345.89562965456673	21.047772425754427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494214777	0.009676111391430618	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0756254850172
3556.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187867885645	293.45292696984217	234.1083102203717	736.7060707575226	101.79113702663852	289.5031227396492	151.07997227027025	69.03892829036921	848.9048766993341	56.99129428152988	87.42276985610759	67.22611759140578	345.8854266235095	21.04760854841798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494199788	0.004854710172804464	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0799617265998
3557.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01877880475814	293.4539632440858	234.10831022052537	736.7060707575226	101.79234650272303	289.51572829141367	151.07997564879898	69.03892829036921	848.9251877233019	57.045662385321464	87.42241694857044	67.22611759140578	345.8752435098168	21.047447672472316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494188521	0.006064519854643966	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0842976920037
3558.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.018765158394	293.45500207591596	234.10831022023723	736.7060707575226	101.79355817965947	289.5283385243093	151.07997475293777	69.03892829036921	848.9238781593068	57.09980964006705	87.42208336669361	67.22611759140578	345.86443829514985	21.047289346543284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474941737507	0.008243373371254803	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0886334207858
3559.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01875923978366	293.4560434627762	234.1083102192383	736.7060707575226	101.79476864302725	289.5409451351999	151.079972596071	69.03892829036921	848.9205408842789	57.153735907827325	87.421744262575	67.22611759140578	345.8541794395478	21.047129374860386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474941605266	0.00456595572685018	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.0929689691349
3560.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187773119944	293.45708740518825	234.10831022044536	736.7060707575226	101.79597310299019	289.553536389575	151.07997227027025	69.03892829036921	848.907736377137	57.20744373098316	87.42142646341782	67.22611759140578	345.8440291938173	21.046968336857827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494154668	0.001112028672522686	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.09730426024163
3561.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01877229122636	293.4581338986675	234.10831021976014	736.7060707575226	101.79717823394964	289.5661284471442	151.07997227027025	69.03892829036921	848.9113652553317	57.26093502042806	87.42105229050753	67.22611759140578	345.83313180084554	21.04681011554277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474941518586	0.0016095512057562123	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.1016392695583
3562.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01876989776383	293.45918293913724	234.1083102207463	736.7060707575226	101.79838610948178	289.5787265342901	151.07997371521876	69.03892829036921	848.9224127612503	57.314210744501224	87.42071867083601	67.22611759140578	345.82288983505396	21.046650792832086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494149039	0.0011229288675664016	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.10597400821064
3563.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187635745461	293.4602345230239	234.10831022015077	736.7060707575226	101.7995957449883	289.59132826199	151.07997227027025	69.03892829036921	848.9152884027428	57.36727101766648	87.42039233647789	67.22611759140578	345.8127366766827	21.046491219192774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474941449817	0.0028073654777236593	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.1103084764223
3564.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.01875955403506	293.46128864722493	234.10831022032684	736.7060707575226	101.80080708427033	289.6039334919256	151.07997227027025	69.03892829036921	848.8940705620422	57.42011767915166	87.42005959915798	67.22611759140578	345.80262182522927	21.046334678902088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474941384737	0.0034976421775339663	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.1146427133363
3565.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187882739053	293.4623453129998	234.10831022049015	736.7060707575226	101.80201675814205	289.61653399268675	151.07997227027025	69.03892829036921	848.9016510929935	57.472753622477065	87.41970005960196	67.22611759140578	345.7917969815878	21.046180298454715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.70474941273096	0.007322118237804248	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.1189766774379
3566.00	0.0	0.0	3.93081729894657	3.93081729894657	1.5588273293539523	3.929968398801342	3.929968398801342	1.5588273293539523	3.259245046144859	3.259245046144859	1.919537407097031	3.259245046144859	3.259245046144859	1.919537407097031	0.0	0.0	999.9999999999999	296.0187852713656	293.46340451516426	234.1083102198242	736.7060707575226	101.8032283431559	289.62913841867055	151.07997227027025	69.03892829036921	848.9130054469517	57.52517938000333	87.41934688756693	67.22611759140578	345.7815544601914	21.046024193514285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	293.7047494112192	0.0073259179084487445	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	310.12331041234523
