Time	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15	Spindle-BC-16	Spindle-BC-17	Spindle-BC-18	Tank-BC-1	PumpHydraulics-BC-1	PumpHydraulics-BC-2	PumpHydraulics-BC-3	PumpHydraulics-BC-4	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	PumpHE-BC-1	PumpHE-BC-2	PumpHE-BC-3	PumpHE-BC-4	CtrlSpindle-BC-1	AmpAxes-BC-1	CtrlAxesLin-BC-1	CtrlAxesRot-BC-1	AxisX-BC-1	AxisX-BC-2	AxisX-BC-3	AxisX-BC-4	AxisX-BC-5	AxisX-BC-6	AxisY-BC-1	AxisY-BC-2	AxisY-BC-3	AxisY-BC-4	AxisY-BC-5	AxisY-BC-6	AxisZ-BC-1	AxisZ-BC-2	AxisZ-BC-3	AxisZ-BC-4	AxisZ-BC-5	AxisZ-BC-6	AxisA-BC-1	AxisA-BC-2	AxisA-BC-3	AxisA-BC-4	AxisA-BC-5	AxisB-BC-1	AxisB-BC-2	AxisB-BC-3	AxisB-BC-4	AxisB-BC-5	AxisC-BC-1	AxisC-BC-2	AxisC-BC-3	AxisC-BC-4	AxisC-BC-5	TankHydraulic-BC-1
1492.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.62378750975813	293.3325806907611	234.1083102203557	736.7060707575226	99.42275446111535	261.6845634759845	184.48594971768009	69.03892829036921	1684.5033346021703	31.487309465385614	87.45360190775995	67.22611759140578	366.8578597414132	21.75137043505759	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4467970682647	11.083163948489576	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.6089535586852
1493.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.62265017235353	293.32828374867745	234.1083102198178	736.7060707575226	99.42379926122561	261.69950737926456	184.48819827224315	69.03892829036921	1684.8099722001793	31.490994818906607	87.45554143041808	67.22611759140578	365.6096774317921	21.72672107445356	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4471042254085	11.083170047360134	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.6137839381651
1494.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.62150360129414	293.3246213726862	234.108310218233	736.7060707575226	99.424848324909	261.71446075337445	184.49065300287626	69.03892829036921	1685.0006189343717	31.493289424846175	87.45739740309726	67.22611759140578	364.08585725708656	21.685586216574208	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.447411231926	11.083175895384986	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.61861416318834
1495.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.62034865100014	293.321520025258	234.10831022146024	736.7060707575226	99.4258916910562	261.72940030990344	184.493241878107	69.03892829036921	1685.090699262511	31.49437956753976	87.45910631482054	67.22611759140578	362.46566648530984	21.635410655373036	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.44771808325936	11.083181574079193	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.62344411808976
1496.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.619186297523	293.31891450275225	234.1083102201924	736.7060707575226	99.42693940899659	261.74434936171474	184.49557862571572	69.03892829036921	1685.0901556226177	31.494435365164502	87.46069323632345	67.22611759140578	360.8557208563728	21.58191634869489	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4480247762288	11.083187523672446	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.6282737917684
1497.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.61801743795735	293.31674702166947	234.1083102201796	736.7060707575226	99.427992340001	261.7593101705928	184.49811888928136	69.03892829036921	1685.0170985878476	31.49360730558628	87.46208268477295	67.22611759140578	359.3176261132468	21.528556744635853	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4483313089379	11.083193224942981	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.6331032833467
1498.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6168428826071	293.3149664148404	234.10831021930554	736.7060707575226	99.4290419010673	261.77426259363546	184.49987526288777	69.03892829036921	1684.871322844568	31.492027236131122	87.46333688690609	67.22611759140578	357.8845423391948	21.477346714088018	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.448637680636	11.083199807810516	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.63793258228014
1499.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.61566340791717	293.31352741063813	234.10831021948164	736.7060707575226	99.4300890457107	261.7892087169988	184.50301184043627	69.03892829036921	1684.6882216551157	31.489812160191242	87.4643694255721	67.22611759140578	356.5694069061997	21.429392563888637	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.44894389149607	11.083204802721912	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.64276168214303
1500.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.61447967538004	293.31238997980176	234.10831021945285	736.7060707575226	99.43113436917842	261.80414994676465	184.50477146997864	69.03892829036921	1684.4434328980124	31.48706150208393	87.46526679712746	67.22611759140578	355.37626964217407	21.38521696153132	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4492499425308	11.08321134551333	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.6475905587904
1501.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.61329228506764	293.3115187455296	234.10831021961928	736.7060707575226	99.4321799715753	261.8190912267955	184.5068903531399	69.03892829036921	1684.1656327024516	31.483863585630278	87.46602722101282	67.22611759140578	354.3013826540739	21.344979200499157	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.44955583546727	11.08321748243156	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.65241921107236
1502.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.612101891893	293.3108824533581	234.10831022063738	736.7060707575226	99.43322594460828	261.8340328186058	184.50916595937014	69.03892829036921	1683.8587604024735	31.48029829631388	87.46668055827125	67.22611759140578	353.33941719243967	21.308620671015483	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4498615725831	11.083223419633985	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.65724760757485
1503.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6109090240758	293.31045349795767	234.10831022043254	736.7060707575226	99.43427498447699	261.8489810349113	184.5117690175996	69.03892829036921	1683.5303518452206	31.476431470846336	87.46719292703584	67.22611759140578	352.4814381418984	21.275960948488482	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.4501671566629	11.083228966224778	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.66207576293505
1504.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6097141187645	293.31020750178885	234.1083102203813	736.7060707575226	99.43532578021532	261.86393286142186	184.51328633787716	69.03892829036921	1683.1689753443684	31.47232035310208	87.4676111882314	67.22611759140578	351.71772723269885	21.246755534672644	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.45047259091353	11.083235746479644	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.66690370850006
1505.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6085176824003	293.3101229406087	234.10831021967053	736.7060707575226	99.4363756162345	261.87888189155007	184.51594913438512	69.03892829036921	1682.805390205712	31.468017943862108	87.46792137782549	67.22611759140578	351.0403617422502	21.220720949887173	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	22.0	293.45077787884554	11.083241213027073	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.67173145729924
1506.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.607320162806	293.3101808115046	234.10831022073668	736.7060707575226	99.43742338199743	261.89382548545524	184.51781031208748	69.03892829036921	1682.4200178832261	31.46356828932579	87.46819184458074	67.22611759140578	350.4395173250981	21.197571192900448	20.289852175803645	131.12826464422912	204.58227848101265	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.4510830242531	11.083247574315989	145.56666585283787	0.0	22.0	NaN	NaN	15.488139534120009	0.0	0.0	NaN	NaN	0.4061412283515778	0.0	0.0	NaN	NaN	300.6765589707527
1507.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6061219198956	293.3103643389127	234.1083102200707	736.7060707575226	99.43847243352232	261.9087714711098	184.51956577960158	69.03892829036921	1682.0248125786125	31.45900873320089	87.46837618541831	67.22611759140578	349.907403319817	21.17702613717195	20.289852175803645	131.12826464422912	203.77961863537513	132.3981473999547	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45138803119164	11.0832541236489	0.18497247599005306	0.0	22.0	NaN	NaN	0.06404731795215847	0.0	0.0	NaN	NaN	0.40626728835564146	0.0	0.0	NaN	NaN	300.6813862493829
1508.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.60492337674657	293.3106587141671	234.1083102196641	736.7060707575226	99.43952269804367	261.9237197586126	184.52182487733347	69.03892829036921	1681.6296224427244	31.454374839004824	87.4684915140329	67.22611759140578	349.4365726231335	21.15881660163054	20.289852175803645	137.38031123494167	203.45600351884804	200.1221622457199	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	22.0	293.4516929038487	11.083260148703888	1.917121640500269	0.0	22.0	NaN	NaN	0.8215421624164101	0.0	0.0	NaN	NaN	0.40628695139767673	0.0	0.0	NaN	NaN	300.6862133438314
1509.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.60372488404414	293.31105086557096	234.10831022053497	736.7060707575226	99.44056980716965	261.9386601002099	184.52385809794418	69.03892829036921	1681.2280293504289	31.449694057359856	87.46854314810398	67.22611759140578	349.0202201292561	21.1426976699647	20.289852175803645	131.12826464422912	203.14995070493268	204.00443128239783	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	22.0	293.45199764655746	11.08326641956053	125.81113051938246	0.0	22.0	NaN	NaN	19.76623342521487	0.0	0.0	NaN	NaN	0.40639349388441776	0.0	0.0	NaN	NaN	300.69104020652753
1510.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6025267215296	293.31152925506683	234.10831021947521	736.7060707575226	99.4416179051123	261.95360211370735	184.52543911672907	69.03892829036921	1680.8198020606064	31.44499015709789	87.46854464219645	67.22611759140578	348.6522175749726	21.1284441720024	20.289852175803645	131.12826464422912	203.1077948726313	129.7915699259348	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	22.0	293.45230226375094	11.083273205395216	9.482570727982003	0.0	22.0	NaN	NaN	2.2998002655807555	0.0	0.0	NaN	NaN	0.40630531559241206	0.0	0.0	NaN	NaN	300.695866855661
1511.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.60132923806265	293.31208369843466	234.10831022061183	736.7060707575226	99.44266540083183	261.968542177939	184.52742070371315	69.03892829036921	1680.4166266206882	31.44028600816827	87.46850097645157	67.22611759140578	348.3270517124964	21.11585122683601	20.289852175803645	133.37664045644456	203.10771341970178	200.86110622217058	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45260675990755	11.083279526563889	2.721782669990767E-6	0.0	22.0	NaN	NaN	3.599051464450602E-7	0.0	0.0	NaN	NaN	1.9663896583564175E-16	0.0	0.0	NaN	NaN	300.7006932833115
1512.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.6001327388636	293.3127052066423	234.10831021977936	736.7060707575226	99.44371299795353	261.98348188021276	184.52893994155983	69.03892829036921	1680.0100188052156	31.435599669218334	87.46842927339401	67.22611759140578	348.0398187501902	21.10473376025092	20.289852175803645	131.12826464422912	203.10771341970178	204.58227539932483	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.452911139566	11.083286366732779	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.7055194783886
1513.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5989374861439	293.31338584569727	234.10831021936315	736.7060707575226	99.44476163816961	261.9984234639072	184.53078293343518	69.03892829036921	1679.6103847553995	31.430946524700367	87.4683178137278	67.22611759140578	347.78610554310774	21.09492540859048	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.4532154072814	11.083292834033182	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.7103454879159
1514.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5977437456133	293.3141186128652	234.10831021868762	736.7060707575226	99.44580727222514	262.0133574350924	184.53255321900733	69.03892829036921	1679.214264466164	31.4263398026776	87.46816981532972	67.22611759140578	347.56202567631186	21.086277443321208	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45351956758594	11.083299373917525	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.71517130954294
1515.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5965517397684	293.3148973275051	234.10831022154028	736.7060707575226	99.44685013798951	262.0282843047213	184.5338660196352	69.03892829036921	1678.8179202614692	31.42178961170857	87.46797852598445	67.22611759140578	347.3641181563979	21.078657450285856	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.4538236250159	11.083306434893297	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.7199968465901
1516.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5953617162544	293.3157165345408	234.10831022090957	736.7060707575226	99.44789859956148	262.0432236592893	184.53537392869646	69.03892829036921	1678.430091896735	31.417306372533744	87.46778505821057	67.22611759140578	347.1893928272516	21.071947675866202	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45412758406366	11.083313270005412	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.72482209859874
1517.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.59417392161737	293.31657141929475	234.10831022041015	736.7060707575226	99.4489525919667	262.0581755367315	184.53704973637699	69.03892829036921	1678.0507675990339	31.412898169975282	87.46758079699468	67.22611759140578	347.03511001705635	21.06604302303844	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45443144916965	11.083319902169572	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.72964716294035
1518.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.59298853116974	293.317457732396	234.10831022172596	736.7060707575226	99.4500036644258	262.07312010557655	184.53854340956624	69.03892829036921	1677.676523765369	31.40857001669594	87.46736226715224	67.22611759140578	346.89886556418344	21.060849895795762	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45473522472247	11.083326738013184	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.7344719819002
1519.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5918057248284	293.31837172343074	234.10831022015716	736.7060707575226	99.45105683263591	262.08806894047746	184.5399112225071	69.03892829036921	1677.3082772530283	31.404326772557656	87.46712251941166	67.22611759140578	346.77853413579385	21.05628568190943	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45503891503796	11.083333714643002	0.0	0.0	22.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	0.0	0.0	0.0	NaN	NaN	300.739296590091
1520.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.59062570404524	293.3193100824187	234.1083102198466	736.7060707575226	99.45210907842699	262.10301508480444	184.5405730961178	69.03892829036921	1676.9399044596348	31.400173046255937	87.46681375001431	67.22611759140578	346.6714794896734	21.052277431879403	20.289852175803645	131.12826464422912	203.10771341970178	204.58227848101265	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45534252439023	11.083341499427725	158.55531269683718	0.0	22.0	NaN	NaN	24.413560062619524	0.0	0.0	NaN	NaN	0.4064083984318028	0.0	0.0	NaN	NaN	300.7441210336511
1521.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5894486944179	293.3202698880132	234.10831021997788	736.7060707575226	99.45315646125428	262.11794922029026	184.54188396048434	69.03892829036921	1676.5874037653266	31.396113920793145	87.46654451316168	67.22611759140578	346.5774811115139	21.048757720175445	20.289852175803645	131.12826464422912	203.36424285246437	130.4434644041196	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.4556460569788	11.083348543281968	0.40627885503231775	0.0	22.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	0.40627885503231775	0.0	0.0	NaN	NaN	300.74894526115696
1522.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5882748788493	293.32124856191643	234.10831022178363	736.7060707575226	99.45420346851331	262.1328818188684	184.54270116230222	69.03892829036921	1676.2375351318276	31.39215155187925	87.46626771811681	67.22611759140578	346.49449435976425	21.045670348220067	20.289852175803645	136.74135892431323	203.6624893227144	203.31367683956387	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	22.0	293.4559495169382	11.083356141520737	2.96961466855121	0.0	22.0	NaN	NaN	1.0574493516547496	0.0	0.0	NaN	NaN	0.40629062095314417	0.0	0.0	NaN	NaN	300.7537692078401
1523.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5871043927156	293.32224382863376	234.10831022048052	736.7060707575226	99.45525567949798	262.1478260315724	184.5443687151805	69.03892829036921	1675.9062467672734	31.388286826560243	87.46594556328249	67.22611759140578	346.4211573009661	21.042968172912346	20.289852175803645	131.12826464422912	203.9630874178653	200.0503733527333	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	22.0	293.45625290829435	11.083362763445633	54.93165644932723	0.0	22.0	NaN	NaN	5.108585926211491	0.0	0.0	NaN	NaN	0.4061916446436367	0.0	0.0	NaN	NaN	300.75859292177466
1524.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.5859373615785	293.32325367991075	234.1083102211337	736.7060707575226	99.45630886683865	262.1627720789657	184.54531554325132	69.03892829036921	1675.5748513820363	31.3845195668417	87.46566184157415	67.22611759140578	346.35576516648075	21.040606290082128	20.289852175803645	131.12826464422912	204.0781462496077	144.2406566784441	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	-0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45655623496503	11.083370198048456	21.275231529146158	0.0	22.0	NaN	NaN	1.5689463572643672	0.0	0.0	NaN	NaN	0.406221971483373	0.0	0.0	NaN	NaN	300.7634164349954
1525.00	2.9307275553479775	0.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	999.9999999999999	298.58477390699164	293.3242763434299	234.1083102195296	736.7060707575226	99.45736028052919	262.17771338579337	184.5462296793993	69.03892829036921	1675.25173838784	31.380849716258957	87.46534573902437	67.22611759140578	346.29839923089406	21.038540770165422	20.289852175803645	131.12826464422912	204.07350868765235	163.12259426659176	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	0.0	NaN	NaN	0.16804407713498623	0.0	0.0	22.0	293.45685950079354	11.08337767740493	0.06685633990878083	0.0	22.0	NaN	NaN	0.008660673091285228	0.0	0.0	NaN	NaN	4.830129048938137E-12	0.0	0.0	NaN	NaN	300.7682397743043
