Time	P_mech	P_ver	P_El	n	T	C	R	TL
108.993593	0.000000	0.000003	0.000004	0.099999	300.570875	7.318166	10.007507	295.001453
108.993593	0.000001	0.000006	0.000007	0.099999	300.570875	7.318166	10.007507	295.001453
108.993593	0.000001	0.000013	0.000014	0.099999	300.570875	7.318166	10.007507	295.001453
108.993594	0.000003	0.000026	0.000029	0.099999	300.570875	7.318166	10.007507	295.001453
108.993594	0.000006	0.000051	0.000057	0.099999	300.570875	7.318166	10.007507	295.001453
108.993594	0.000011	0.000103	0.000114	0.099999	300.570875	7.318166	10.007507	295.001453
108.993594	0.000023	0.000205	0.000228	0.099999	300.570875	7.318166	10.007507	295.001453
108.993595	0.000046	0.000411	0.000456	0.099999	300.570875	7.318166	10.007507	295.001453
108.993597	0.000091	0.000821	0.000912	0.099999	300.570875	7.318166	10.007507	295.001453
108.993601	0.000182	0.001642	0.001825	0.099999	300.570875	7.318166	10.007507	295.001453
108.993608	0.000365	0.003284	0.003649	0.099999	300.570875	7.318166	10.007507	295.001453
108.993623	0.000730	0.006569	0.007299	0.099999	300.570874	7.318166	10.007506	295.001453
108.993652	0.001460	0.013138	0.014597	0.099999	300.570874	7.318165	10.007506	295.001453
108.993711	0.002919	0.026274	0.029193	0.099999	300.570874	7.318165	10.007506	295.001453
108.993828	0.005838	0.052543	0.058381	0.099999	300.570874	7.318164	10.007505	295.001453
108.994063	0.011674	0.105066	0.116740	0.099999	300.570872	7.318162	10.007503	295.001453
108.994533	0.023339	0.210053	0.233392	0.099999	300.570870	7.318158	10.007499	295.001453
108.995472	0.046643	0.419791	0.466434	0.099999	300.570866	7.318151	10.007491	295.001453
108.997351	0.093147	0.838328	0.931475	0.099999	300.570857	7.318137	10.007475	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	-0.000000	0.000000	-0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	-0.000000	0.000000	-0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000000	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000000	0.000001	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000001	0.000001	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000002	0.000002	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000000	0.000004	0.000004	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000001	0.000007	0.000008	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000002	0.000015	0.000017	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000003	0.000030	0.000033	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000007	0.000060	0.000067	0.099999	300.570850	7.318125	10.007461	295.001453
108.999246	0.000013	0.000120	0.000133	0.099999	300.570850	7.318125	10.007461	295.001453
108.999247	0.000027	0.000240	0.000267	0.099999	300.570850	7.318125	10.007461	295.001453
108.999248	0.000053	0.000480	0.000533	0.099999	300.570850	7.318125	10.007461	295.001453
108.999250	0.000107	0.000960	0.001067	0.099999	300.570850	7.318125	10.007461	295.001453
108.999254	0.000213	0.001920	0.002133	0.099999	300.570850	7.318125	10.007461	295.001453
108.999263	0.000427	0.003840	0.004266	0.099999	300.570850	7.318124	10.007461	295.001453
108.999280	0.000853	0.007679	0.008533	0.099999	300.570850	7.318124	10.007461	295.001453
108.999314	0.001706	0.015358	0.017065	0.099999	300.570850	7.318124	10.007461	295.001453
108.999383	0.003413	0.030715	0.034127	0.099999	300.570849	7.318124	10.007460	295.001453
108.999520	0.006825	0.061422	0.068247	0.099999	300.570849	7.318122	10.007459	295.001453
108.999795	0.013646	0.122818	0.136464	0.099999	300.570848	7.318120	10.007457	295.001453
109.000000	0.082817	0.745357	0.828174	0.099999	300.570846	7.318118	10.007454	295.001453
109.000000	359.464384	123.735763	483.200147	0.743924	300.570846	7.318118	10.007454	295.001453
109.000549	359.720092	123.467302	483.187394	0.744473	300.570862	7.318144	10.007483	295.001453
109.001098	359.975492	123.200801	483.176293	0.745019	300.570878	7.318171	10.007512	295.001453
109.002196	360.485368	122.673634	483.159002	0.746101	300.570909	7.318224	10.007571	295.001453
109.004393	361.501439	121.642302	483.143741	0.748228	300.570972	7.318329	10.007686	295.001453
109.008785	363.518951	119.669055	483.188006	0.752334	300.571095	7.318536	10.007914	295.001453
109.017570	367.496187	116.060781	483.556968	0.759985	300.571335	7.318940	10.008357	295.001454
109.035141	375.225238	110.058903	485.284141	0.773207	300.571792	7.319707	10.009201	295.001454
109.070282	389.825535	102.023671	491.849206	0.792571	300.572635	7.321125	10.010758	295.001454
109.140564	415.916611	96.886744	512.803356	0.811065	300.574185	7.323730	10.013622	295.001454
109.281128	457.830608	107.418675	565.249283	0.809962	300.577375	7.329095	10.019516	295.001455
109.562256	513.118005	128.453059	641.571064	0.799784	300.585253	7.342343	10.034070	295.001456
110.124512	564.730785	123.247338	687.978123	0.820856	300.601850	7.370273	10.064737	295.001458
110.385323	576.070424	119.851588	695.922013	0.827780	300.597692	7.363263	10.057043	295.001464
110.385323	576.070424	119.851588	695.922013	0.827780	300.597692	7.363266	10.057045	295.001462
111.203283	189.357471	39.638452	228.995923	0.826903	300.663450	7.474150	10.178611	295.001462
112.021243	75.825391	88.877814	164.703205	0.460376	300.787953	7.685063	10.408959	295.001484
112.204872	0.000000	0.000000	0.000000	0.099993	300.836344	7.767333	10.498507	295.001526
112.204872	-0.000000	0.000000	-0.000000	0.099993	300.836344	7.767305	10.498479	295.001543
113.538115	-518.661163	101.205063	-417.456100	0.804872	300.844325	7.780905	10.513264	295.001543
114.436037	-152.402231	29.462612	-122.939619	0.806679	300.872501	7.828954	10.565467	295.001545
115.333960	-19.032253	17.128966	-1.903288	0.100003	300.874150	7.831752	10.568506	295.001555
116.566341	-370.685801	70.342561	-300.343240	0.810237	300.882535	7.846065	10.584044	295.001555
117.445622	-118.760718	28.059189	-90.701529	0.763733	300.902021	7.879347	10.620157	295.001558
118.324903	-17.249787	15.404788	-1.844999	0.106958	300.902420	7.880017	10.620885	295.001565
118.742451	-0.000000	0.000000	-0.000000	0.099999	300.901373	7.878229	10.618945	295.001565
118.742451	0.000000	0.000000	0.000000	0.099999	300.901373	7.878229	10.618945	295.001565
119.948201	12.931808	116.386388	129.318196	0.100000	300.930053	7.927278	10.672116	295.001565
121.153950	15.207199	135.331658	150.538857	0.101018	300.966378	7.989481	10.739465	295.001574
123.565449	14.538978	130.850856	145.389835	0.100000	301.060606	8.151366	10.914309	295.001587
126.114406	11.798752	106.188916	117.987668	0.100000	301.158470	8.320229	11.096039	295.001619
128.663362	2.535678	22.821214	25.356892	0.100000	301.390921	8.724459	11.528478	295.001652
130.757893	2.742809	24.685400	27.428209	0.100000	301.407537	8.753380	11.559291	295.001733
132.460169	11.589377	104.304544	115.893921	0.100000	301.763524	9.381140	12.223683	295.001739
132.559717	0.000000	0.000000	0.000000	0.099999	301.771008	9.394218	12.237458	295.001863
132.559717	-0.000000	0.000000	-0.000000	0.099999	301.771008	9.394214	12.237454	295.001866
133.834720	-212.909247	129.850460	-83.058787	0.390114	301.776276	9.403578	12.247303	295.001866
134.724147	-58.069932	15.331338	-42.738594	0.735985	301.794848	9.436610	12.282033	295.001868
135.613574	-7.580044	6.822036	-0.758008	0.100000	301.794139	9.435336	12.280694	295.001874
135.990993	-0.000000	0.000000	-0.000000	0.100000	301.792350	9.432153	12.277349	295.001874
135.990993	0.000000	0.000000	0.000000	0.100000	301.792350	9.432154	12.277350	295.001873
137.208967	6.480894	58.328016	64.808910	0.100000	301.797605	9.441506	12.287179	295.001873
138.426941	7.607879	68.485452	76.093331	0.099981	301.812041	9.467199	12.314176	295.001875
140.862889	7.241933	65.177379	72.419312	0.100000	301.844855	9.525661	12.375558	295.001880
141.000000	5.483809	49.354235	54.838043	0.100000	301.843719	9.523615	12.373412	295.001892
141.000000	164.578865	1434.479127	1599.057992	0.102922	301.843719	9.523616	12.373413	295.001891
141.278790	215.509888	356.059818	571.569706	0.377049	301.891344	9.608618	12.462548	295.001891
141.557580	246.378059	214.698434	461.076493	0.534354	301.910273	9.642420	12.497959	295.001908
141.949685	271.008946	149.374133	420.383079	0.644671	301.926621	9.671647	12.528559	295.001915
141.949685	271.008946	149.374133	420.383079	0.644671	301.926621	9.671637	12.528549	295.001921
142.507264	129.710224	40.050977	169.761202	0.764075	301.935440	9.687419	12.545066	295.001921
143.064844	64.463812	20.069748	84.533561	0.762582	301.946414	9.707059	12.565613	295.001924
144.079811	26.161096	196.120486	222.281582	0.117693	302.000362	9.803762	12.666682	295.001928
144.550778	20.692689	154.628451	175.321140	0.118027	302.019148	9.837456	12.701858	295.001947
144.816536	18.986349	147.882013	166.868362	0.113780	302.028417	9.854093	12.719221	295.001954
144.948497	0.000000	0.000000	0.000000	0.099999	302.033862	9.863872	12.729423	295.001957
144.948497	-0.000000	0.000000	-0.000000	0.099999	302.033862	9.863868	12.729419	295.001959
144.948497	0.000000	0.000000	0.000000	0.099999	302.033862	9.863868	12.729419	295.001959
144.948787	0.000000	0.000000	0.000000	0.099999	302.033859	9.863863	12.729414	295.001959
144.948787	-0.000000	0.000000	-0.000000	0.099999	302.033859	9.863863	12.729414	295.001959
144.948787	0.000000	0.000000	0.000000	0.099999	302.033859	9.863863	12.729414	295.001959
144.949077	0.007211	0.064898	0.072109	0.099999	302.033857	9.863860	12.729410	295.001959
144.949367	0.014418	0.129766	0.144185	0.099999	302.033855	9.863857	12.729407	295.001959
144.949947	0.028823	0.259413	0.288236	0.099999	302.033852	9.863850	12.729401	295.001959
144.951107	0.057594	0.518346	0.575940	0.099999	302.033845	9.863838	12.729387	295.001959
144.953428	0.114975	1.034779	1.149754	0.099999	302.033831	9.863813	12.729362	295.001959
144.958069	0.229102	2.061933	2.291036	0.099999	302.033805	9.863765	12.729312	295.001959
144.967352	0.454842	4.093596	4.548438	0.100000	302.033755	9.863677	12.729220	295.001959
144.985917	0.896429	8.067901	8.964330	0.100000	302.033672	9.863527	12.729064	295.001959
145.000000	9.492789	85.435288	94.928076	0.100000	302.033592	9.863384	12.728914	295.001959
145.000000	417.745232	145.571943	563.317175	0.741581	302.033592	9.863384	12.728914	295.001959
145.037130	457.524471	118.489563	576.014033	0.794294	302.034672	9.865324	12.730938	295.001959
145.074260	493.648039	113.793379	607.441418	0.812668	302.035602	9.866994	12.732680	295.001959
145.148520	556.337506	134.496414	690.833920	0.805313	302.037616	9.870613	12.736455	295.001960
145.297040	651.461112	151.336277	802.797389	0.811489	302.042717	9.879783	12.746019	295.001960
145.594081	764.269997	131.237700	895.507697	0.853449	302.052029	9.896522	12.763474	295.001962
146.188162	852.553451	133.311203	985.864655	0.864777	302.069812	9.928510	12.796816	295.001966
146.833713	881.131903	132.762390	1013.894292	0.869057	302.097537	9.978424	12.848806	295.001972
146.833713	881.131903	132.762390	1013.894292	0.869057	302.097537	9.978406	12.848788	295.001982
147.549734	325.101890	52.097246	377.199136	0.861884	302.102097	9.986622	12.857342	295.001982
148.265756	138.145206	34.166265	172.311471	0.801718	302.097966	9.979175	12.849590	295.001983
149.572296	62.924666	2624.193347	2687.118013	0.023417	302.231902	10.221155	13.101010	295.001982
149.834881	57.564172	1348.453834	1406.018006	0.040941	302.362902	10.458985	13.347154	295.002030
149.877919	0.000000	0.000000	0.000000	0.099908	302.391054	10.510186	13.400028	295.002077
149.877919	-0.000000	0.000000	-0.000000	0.099908	302.391054	10.510167	13.400010	295.002087
150.140504	-983.389404	129.784438	-853.604966	0.868023	302.393563	10.514742	13.404732	295.002087
150.403090	-843.387145	117.152655	-726.234490	0.861093	302.400633	10.527631	13.418032	295.002088
150.928260	-700.362893	102.060833	-598.302061	0.854274	302.412680	10.549599	13.440696	295.002091
151.703209	-349.909379	50.268430	-299.640949	0.856339	302.432975	10.586632	13.478882	295.002095
152.592895	-61.566692	54.099725	-7.466967	0.121283	302.440371	10.600123	13.492790	295.002103
153.238816	-0.000000	0.000000	-0.000000	0.099993	302.440638	10.600605	13.493287	295.002105
153.238816	0.000000	0.000000	0.000000	0.099993	302.440638	10.600605	13.493287	295.002105
154.359628	25.497073	229.476793	254.973866	0.099999	302.684493	11.048049	13.952846	295.002105
155.480440	30.282812	282.292361	312.575173	0.096882	302.734297	11.139776	14.046687	295.002194
155.748393	30.664626	295.082236	325.746862	0.094136	302.753509	11.175235	14.082926	295.002212
155.906210	30.824676	300.669816	331.494492	0.092987	302.765204	11.196839	14.104997	295.002220
155.984792	0.000000	0.000000	0.000000	0.099993	302.771121	11.207774	14.116164	295.002224
155.984792	-0.000000	0.000000	-0.000000	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	-0.000000	0.000000	-0.000000	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000000	0.000000	0.000000	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000000	0.000000	0.000000	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000000	0.000000	0.000000	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000000	0.000001	0.000001	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000000	0.000001	0.000001	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000000	0.000003	0.000003	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000001	0.000005	0.000006	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000001	0.000011	0.000012	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000002	0.000021	0.000024	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000005	0.000042	0.000047	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000009	0.000085	0.000094	0.099993	302.771121	11.207770	14.116160	295.002226
155.984792	0.000019	0.000170	0.000188	0.099993	302.771121	11.207770	14.116160	295.002226
155.984793	0.000038	0.000339	0.000377	0.099993	302.771121	11.207770	14.116160	295.002226
155.984794	0.000075	0.000679	0.000754	0.099993	302.771121	11.207770	14.116160	295.002226
155.984795	0.000151	0.001357	0.001508	0.099993	302.771121	11.207770	14.116160	295.002226
155.984798	0.000302	0.002714	0.003016	0.099993	302.771121	11.207770	14.116160	295.002226
155.984804	0.000603	0.005428	0.006032	0.099993	302.771121	11.207770	14.116160	295.002226
155.984816	0.001206	0.010857	0.012063	0.099993	302.771121	11.207769	14.116160	295.002226
155.984841	0.002412	0.021713	0.024125	0.099993	302.771121	11.207769	14.116160	295.002226
155.984889	0.004825	0.043424	0.048249	0.099993	302.771121	11.207769	14.116159	295.002226
155.984987	0.009648	0.086842	0.096491	0.099993	302.771120	11.207767	14.116158	295.002226
155.985181	0.019294	0.173658	0.192951	0.099993	302.771119	11.207765	14.116155	295.002226
155.985571	0.038576	0.347208	0.385784	0.099993	302.771116	11.207760	14.116150	295.002226
155.986349	0.077104	0.693988	0.771092	0.099993	302.771111	11.207750	14.116140	295.002226
155.987906	0.154018	1.386266	1.540284	0.099993	302.771101	11.207731	14.116121	295.002226
155.991021	0.307279	2.765709	3.072988	0.099993	302.771081	11.207695	14.116084	295.002226
155.997249	0.611541	5.504263	6.115803	0.099993	302.771045	11.207629	14.116016	295.002226
155.997588	0.000000	0.000000	0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	-0.000000	0.000000	-0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	-0.000000	0.000000	-0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000000	0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000000	0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000000	0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000000	0.000000	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000000	0.000001	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000001	0.000001	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000002	0.000002	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000000	0.000004	0.000004	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000001	0.000007	0.000008	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000002	0.000015	0.000017	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000003	0.000030	0.000033	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000007	0.000060	0.000066	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000013	0.000120	0.000133	0.099993	302.771044	11.207628	14.116015	295.002226
155.997588	0.000027	0.000239	0.000266	0.099993	302.771044	11.207628	14.116015	295.002226
155.997589	0.000053	0.000478	0.000531	0.099993	302.771044	11.207628	14.116015	295.002226
155.997590	0.000106	0.000956	0.001063	0.099993	302.771044	11.207627	14.116015	295.002226
155.997592	0.000212	0.001913	0.002125	0.099993	302.771044	11.207627	14.116015	295.002226
155.997596	0.000425	0.003825	0.004250	0.099993	302.771044	11.207627	14.116015	295.002226
155.997605	0.000850	0.007650	0.008500	0.099993	302.771044	11.207627	14.116015	295.002226
155.997622	0.001700	0.015300	0.017000	0.099993	302.771044	11.207627	14.116015	295.002226
155.997656	0.003400	0.030599	0.033999	0.099993	302.771044	11.207627	14.116014	295.002226
155.997725	0.006799	0.061195	0.067994	0.099993	302.771043	11.207626	14.116013	295.002226
155.997862	0.013596	0.122377	0.135974	0.099993	302.771043	11.207624	14.116012	295.002226
155.998136	0.027187	0.244701	0.271888	0.099993	302.771041	11.207621	14.116008	295.002226
155.998685	0.054350	0.489189	0.543540	0.099993	302.771037	11.207614	14.116001	295.002226
155.999782	0.108606	0.977529	1.086135	0.099993	302.771030	11.207600	14.115987	295.002226
155.999842	0.000000	0.000000	0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	-0.000000	0.000000	-0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	-0.000000	0.000000	-0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000000	0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000000	0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000000	0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000000	0.000000	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000000	0.000001	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000001	0.000001	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000002	0.000002	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000000	0.000004	0.000004	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000001	0.000008	0.000008	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000002	0.000015	0.000017	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000003	0.000030	0.000034	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000007	0.000060	0.000067	0.099993	302.771029	11.207600	14.115987	295.002226
155.999842	0.000013	0.000121	0.000134	0.099993	302.771029	11.207600	14.115987	295.002226
155.999843	0.000027	0.000242	0.000268	0.099993	302.771029	11.207600	14.115987	295.002226
155.999843	0.000054	0.000483	0.000537	0.099993	302.771029	11.207600	14.115987	295.002226
155.999844	0.000107	0.000966	0.001074	0.099993	302.771029	11.207600	14.115987	295.002226
155.999846	0.000215	0.001933	0.002148	0.099993	302.771029	11.207600	14.115987	295.002226
155.999851	0.000430	0.003866	0.004295	0.099993	302.771029	11.207600	14.115987	295.002226
155.999859	0.000859	0.007732	0.008591	0.099993	302.771029	11.207600	14.115987	295.002226
155.999877	0.001718	0.015463	0.017181	0.099993	302.771029	11.207599	14.115986	295.002226
155.999911	0.003436	0.030925	0.034361	0.099993	302.771029	11.207599	14.115986	295.002226
155.999981	0.006871	0.061847	0.068718	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	-0.000000	0.000000	-0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	-0.000000	0.000000	-0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000000	0.000001	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000001	0.000001	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000002	0.000002	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000000	0.000004	0.000004	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000001	0.000008	0.000008	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000002	0.000015	0.000017	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000003	0.000030	0.000034	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000007	0.000060	0.000067	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000013	0.000121	0.000134	0.099993	302.771028	11.207598	14.115985	295.002226
155.999985	0.000027	0.000241	0.000268	0.099993	302.771028	11.207598	14.115985	295.002226
155.999986	0.000054	0.000483	0.000537	0.099993	302.771028	11.207598	14.115985	295.002226
155.999987	0.000107	0.000966	0.001073	0.099993	302.771028	11.207598	14.115985	295.002226
155.999989	0.000215	0.001932	0.002146	0.099993	302.771028	11.207598	14.115985	295.002226
155.999993	0.000429	0.003863	0.004293	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	-0.000000	0.000000	-0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	-0.000000	0.000000	-0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000001	0.000001	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000001	0.000001	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000000	0.000003	0.000003	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000001	0.000005	0.000006	0.099993	302.771028	11.207598	14.115985	295.002226
155.999997	0.000001	0.000010	0.000011	0.099993	302.771028	11.207598	14.115985	295.002226
155.999998	0.000002	0.000021	0.000023	0.099993	302.771028	11.207598	14.115985	295.002226
155.999998	0.000005	0.000041	0.000046	0.099993	302.771028	11.207598	14.115985	295.002226
155.999998	0.000009	0.000082	0.000091	0.099993	302.771028	11.207598	14.115985	295.002226
155.999998	0.000018	0.000164	0.000182	0.099993	302.771028	11.207598	14.115985	295.002226
155.999998	0.000036	0.000328	0.000364	0.099993	302.771028	11.207598	14.115985	295.002226
155.999999	0.000073	0.000656	0.000729	0.099993	302.771028	11.207598	14.115985	295.002226
156.000000	0.000000	0.000000	0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
156.000000	-0.000000	0.000000	-0.000000	0.099993	302.771028	11.207598	14.115985	295.002226
156.000000	-0.004251	0.003826	-0.000425	0.099993	302.771028	11.207598	14.115985	295.002226
156.000000	954.372120	181.020083	1135.392202	0.840566	302.771028	11.207598	14.115985	295.002226
156.000000	954.372692	181.019991	1135.392683	0.840566	302.771028	11.207598	14.115985	295.002226
156.000001	954.373265	181.019899	1135.393164	0.840566	302.771028	11.207598	14.115985	295.002226
156.000001	954.374410	181.019716	1135.394126	0.840567	302.771028	11.207598	14.115985	295.002226
156.000003	954.376700	181.019350	1135.396050	0.840567	302.771028	11.207598	14.115985	295.002226
156.000005	954.381280	181.018618	1135.399898	0.840568	302.771029	11.207598	14.115985	295.002226
156.000011	954.390440	181.017153	1135.407593	0.840571	302.771029	11.207599	14.115986	295.002226
156.000022	954.408760	181.014224	1135.422984	0.840576	302.771029	11.207599	14.115986	295.002226
156.000044	954.445398	181.008370	1135.453768	0.840585	302.771030	11.207601	14.115988	295.002226
156.000087	954.518666	180.996676	1135.515341	0.840604	302.771032	11.207605	14.115992	295.002226
156.000174	954.665171	180.973338	1135.638509	0.840642	302.771036	11.207611	14.115999	295.002226
156.000348	954.958063	180.926870	1135.884933	0.840717	302.771043	11.207625	14.116013	295.002226
156.000697	955.543366	180.834760	1136.378126	0.840867	302.771058	11.207652	14.116040	295.002226
156.001394	956.712053	180.653827	1137.365880	0.841165	302.771087	11.207707	14.116096	295.002226
156.002787	959.041775	180.304953	1139.346727	0.841747	302.771146	11.207815	14.116207	295.002226
156.005574	963.670757	179.657940	1143.328697	0.842864	302.771263	11.208032	14.116428	295.002226
156.011149	972.808121	178.557171	1151.365291	0.844917	302.771496	11.208463	14.116868	295.002226
156.022298	990.610186	177.053690	1167.663876	0.848369	302.771958	11.209316	14.117740	295.002226
156.044595	1024.399093	176.273560	1200.672653	0.853188	302.772873	11.211009	14.119469	295.002226
156.089190	1085.281381	179.536955	1264.818336	0.858053	302.774719	11.214422	14.122953	295.002227
156.178381	1184.239690	183.277216	1367.516906	0.865978	302.778520	11.221452	14.130131	295.002227
156.356762	1315.633401	204.251763	1519.885164	0.865614	302.786513	11.236236	14.145224	295.002229
156.713524	1433.837705	254.000442	1687.838147	0.849511	302.806660	11.273523	14.183275	295.002232
157.343060	1483.654978	288.753194	1772.408172	0.837084	302.844967	11.344493	14.255642	295.002239
158.026057	1491.058879	300.505428	1791.564306	0.832266	302.902347	11.450980	14.364088	295.002253
158.090688	1491.254859	301.039314	1792.294174	0.832037	302.906694	11.459019	14.372271	295.002274
158.090688	1491.254859	301.039314	1792.294174	0.832037	302.906694	11.459016	14.372268	295.002276
158.918418	472.117277	50.597685	522.714962	0.903202	302.934371	11.510480	14.424613	295.002276
159.746148	186.850148	32.525368	219.375517	0.851737	302.939149	11.519352	14.433634	295.002286
161.081920	97.423518	31.476077	128.899596	0.755809	302.941327	11.523399	14.437749	295.002288
162.727274	83.700163	30.264729	113.964892	0.734438	302.943232	11.526944	14.441353	295.002289
162.757869	0.000000	0.000000	0.000000	0.724861	302.938927	11.518932	14.433207	295.002289
162.757869	-0.000000	0.000000	-0.000000	0.724861	302.938927	11.518935	14.433210	295.002288
163.062666	-2052.162661	315.830573	-1736.332089	0.846099	302.950956	11.541322	14.455966	295.002288
163.367463	-1240.337554	161.295933	-1079.041621	0.869958	302.967534	11.572182	14.487322	295.002292
163.925923	-633.058902	113.968843	-519.090059	0.819971	302.983319	11.601581	14.517182	295.002298
164.523023	-419.681622	78.666703	-341.014919	0.812556	302.994660	11.622709	14.538634	295.002304
165.231820	-285.631560	57.127589	-228.503971	0.799996	303.005214	11.642384	14.558604	295.002308
