Time	P_mech	P_ver	P_El	n	T	C	R	TL
655.511890	650.160561	90.569426	740.729988	0.877729	304.086816	19.813638	21.775128	292.003925
657.737639	651.482549	90.883721	742.366270	0.877576	304.116051	19.875242	21.831050	292.003935
660.257616	660.831089	93.192474	754.023563	0.876406	304.146916	19.940327	21.890106	292.003947
662.550984	670.775501	95.846654	766.622154	0.874975	304.176779	20.003343	21.947261	292.003960
664.408495	658.730574	92.659563	751.390137	0.876682	304.200840	20.054142	21.993318	292.003973
666.134297	651.032357	90.776380	741.808737	0.877628	304.222834	20.100608	22.035433	292.003983
668.146344	650.139981	90.564555	740.704536	0.877732	304.248990	20.155901	22.085531	292.003992
670.585155	654.842653	91.695450	746.538103	0.877172	304.280000	20.221503	22.144945	292.004003
673.067187	669.104978	95.384301	764.489280	0.875231	304.310485	20.286034	22.203366	292.004016
675.120100	666.291886	94.621433	760.913319	0.875648	304.338083	20.344492	22.256268	292.004029
676.843147	653.547472	91.380307	744.927779	0.877330	304.359533	20.389951	22.297393	292.004041
678.663871	649.941000	90.517492	740.458492	0.877755	304.382975	20.439664	22.342352	292.004050
680.909205	651.397345	90.863381	742.260726	0.877586	304.411742	20.500711	22.397540	292.004060
683.462883	661.752846	93.429153	755.181999	0.876283	304.442173	20.565331	22.455936	292.004072
685.295959	653.801231	91.441824	745.243055	0.877299	304.464541	20.612850	22.498864	292.004084
687.129035	650.160562	90.569427	740.729988	0.877729	304.487896	20.662499	22.543701	292.004094
689.354784	651.482549	90.883722	742.366270	0.877576	304.516153	20.722610	22.597967	292.004104
691.874760	660.831088	93.192474	754.023562	0.876406	304.545914	20.785960	22.655135	292.004116
694.168128	670.775499	95.846653	766.622152	0.874975	304.574775	20.847433	22.710588	292.004128
696.025639	658.730574	92.659563	751.390137	0.876682	304.598024	20.896979	22.755267	292.004141
697.751441	651.032357	90.776380	741.808737	0.877628	304.619267	20.942276	22.796102	292.004150
699.763488	650.139981	90.564555	740.704536	0.877732	304.644547	20.996215	22.844713	292.004159
702.202299	654.842653	91.695450	746.538103	0.877172	304.674499	21.060163	22.902322	292.004170
704.684331	669.104977	95.384301	764.489278	0.875231	304.703908	21.122990	22.958901	292.004183
706.737244	666.291885	94.621433	760.913318	0.875648	304.730618	21.180087	23.010300	292.004195
708.460291	653.547472	91.380307	744.927779	0.877330	304.751325	21.224370	23.050153	292.004207
710.281015	649.941000	90.517492	740.458493	0.877755	304.773982	21.272856	23.093774	292.004215
712.526349	651.397345	90.863381	742.260726	0.877586	304.801783	21.332388	23.147316	292.004225
715.080028	661.752846	93.429153	755.181999	0.876283	304.831118	21.395241	23.203824	292.004237
716.913104	653.801231	91.441824	745.243055	0.877299	304.852701	21.441502	23.245404	292.004249
718.746179	650.160562	90.569427	740.729988	0.877729	304.875271	21.489913	23.288901	292.004258
720.971928	651.482549	90.883722	742.366270	0.877576	304.902578	21.548520	23.341543	292.004268
723.491905	660.831088	93.192474	754.023562	0.876406	304.931266	21.610125	23.396858	292.004280
725.785273	670.775498	95.846653	766.622151	0.874975	304.959152	21.670045	23.450641	292.004292
727.642784	658.730574	92.659563	751.390137	0.876682	304.981613	21.718331	23.493969	292.004304
729.368586	651.032357	90.776380	741.808737	0.877628	305.002125	21.762451	23.533548	292.004313
731.380633	650.139981	90.564555	740.704536	0.877732	305.026554	21.815029	23.580700	292.004322
733.819444	654.842653	91.695450	746.538103	0.877172	305.055476	21.877314	23.636538	292.004333
736.301476	669.104976	95.384301	764.489277	0.875231	305.083841	21.938432	23.691311	292.004345
738.354389	666.291885	94.621433	760.913317	0.875648	305.109688	21.994158	23.741236	292.004357
740.077436	653.547472	91.380307	744.927779	0.877330	305.129672	22.037261	23.779841	292.004368
741.898160	649.941000	90.517492	740.458493	0.877755	305.151566	22.084514	23.822151	292.004377
744.143494	651.397345	90.863381	742.260726	0.877586	305.178429	22.142524	23.874077	292.004386
746.697172	661.752846	93.429153	755.181999	0.876283	305.206699	22.203606	23.928735	292.004398
748.530248	653.801231	91.441824	745.243055	0.877299	305.227519	22.248607	23.968993	292.004410
750.363324	650.160562	90.569427	740.729988	0.877729	305.249327	22.295776	24.011177	292.004419
752.589073	651.482549	90.883722	742.366270	0.877576	305.275711	22.352873	24.062225	292.004428
755.109049	660.831088	93.192473	754.023561	0.876406	305.303355	22.412731	24.115725	292.004439
757.402417	670.775497	95.846653	766.622150	0.874975	305.330294	22.471094	24.167872	292.004451
759.259928	658.730574	92.659563	751.390137	0.876682	305.351989	22.518118	24.209876	292.004463
760.985730	651.032357	90.776380	741.808738	0.877628	305.371791	22.561059	24.248222	292.004472
762.997777	650.139981	90.564555	740.704536	0.877732	305.395394	22.612273	24.293944	292.004481
765.436588	654.842653	91.695450	746.538103	0.877172	305.423316	22.672894	24.348048	292.004491
767.918620	669.104976	95.384301	764.489277	0.875231	305.450665	22.732301	24.401051	292.004503
769.971533	666.291884	94.621433	760.913317	0.875648	305.475674	22.786655	24.449532	292.004515
771.694580	653.547472	91.380307	744.927779	0.877330	305.494956	22.828577	24.486914	292.004526
773.515304	649.941000	90.517492	740.458493	0.877755	305.516110	22.874597	24.527940	292.004534
775.760638	651.397345	90.863381	742.260727	0.877586	305.542060	22.931084	24.578283	292.004543
778.314317	661.752846	93.429153	755.181999	0.876283	305.569296	22.990397	24.631129	292.004554
780.147393	653.801231	91.441824	745.243055	0.877299	305.589374	23.034139	24.670091	292.004566
781.980468	650.160562	90.569427	740.729988	0.877729	305.610443	23.080066	24.710989	292.004575
784.206217	651.482549	90.883722	742.366271	0.877576	305.635930	23.135655	24.760478	292.004584
786.726194	660.831088	93.192473	754.023561	0.876406	305.662561	23.193769	24.812199	292.004595
789.019562	670.775497	95.846653	766.622150	0.874975	305.688580	23.250577	24.862743	292.004607
790.877073	658.730573	92.659563	751.390137	0.876682	305.709532	23.296341	24.903450	292.004618
792.602875	651.032357	90.776380	741.808738	0.877628	305.728644	23.338105	24.940591	292.004627
794.614922	650.139981	90.564555	740.704536	0.877732	305.751444	23.387958	24.984913	292.004635
797.053733	654.842653	91.695450	746.538103	0.877172	305.778396	23.446918	25.037318	292.004645
799.535765	669.104976	95.384301	764.489277	0.875231	305.804759	23.504619	25.088589	292.004657
801.588678	666.291884	94.621433	760.913317	0.875648	305.828955	23.557603	25.135655	292.004668
803.311725	653.547472	91.380307	744.927779	0.877330	305.847555	23.598349	25.171841	292.004679
805.132449	649.941000	90.517492	740.458493	0.877755	305.867989	23.643138	25.211609	292.004687
807.377783	651.397345	90.863381	742.260727	0.877586	305.893055	23.698107	25.260403	292.004696
809.931461	661.752846	93.429153	755.181998	0.876283	305.919286	23.755659	25.311475	292.004707
811.764537	653.801231	91.441824	745.243055	0.877299	305.938645	23.798147	25.349171	292.004718
813.597613	650.160562	90.569427	740.729988	0.877729	305.958995	23.842836	25.388810	292.004727
815.823362	651.482549	90.883722	742.366271	0.877576	305.983612	23.896923	25.436772	292.004735
818.343338	660.831088	93.192473	754.023561	0.876406	306.009260	23.953302	25.486754	292.004746
820.636706	670.775497	95.846653	766.622150	0.874975	306.034386	24.008561	25.535729	292.004757
822.494217	658.730573	92.659563	751.390136	0.876682	306.054616	24.053070	25.575168	292.004768
824.220019	651.032357	90.776380	741.808738	0.877628	306.073059	24.093665	25.611129	292.004777
826.232066	650.139981	90.564555	740.704536	0.877732	306.095080	24.142162	25.654082	292.004785
828.670877	654.842653	91.695450	746.538103	0.877172	306.121089	24.199470	25.704825	292.004795
831.152909	669.104976	95.384301	764.489277	0.875231	306.146496	24.255475	25.754401	292.004806
833.205822	666.291884	94.621433	760.913317	0.875648	306.169902	24.307097	25.800084	292.004817
834.928869	653.547472	91.380307	744.927779	0.877330	306.187841	24.346672	25.835100	292.004828
836.749593	649.941000	90.517492	740.458493	0.877755	306.207577	24.390238	25.873638	292.004835
838.994927	651.397345	90.863381	742.260727	0.877586	306.231784	24.443698	25.920917	292.004844
841.548606	661.752846	93.429153	755.181998	0.876283	306.257040	24.499501	25.970255	292.004855
843.381682	653.801231	91.441824	745.243055	0.877299	306.275701	24.540743	26.006712	292.004866
845.214757	650.160562	90.569427	740.729988	0.877729	306.295355	24.584204	26.045120	292.004874
847.440506	651.482549	90.883722	742.366271	0.877576	306.319127	24.636797	26.091589	292.004883
849.960483	660.831088	93.192473	754.023561	0.876406	306.343821	24.691454	26.139870	292.004893
852.253851	670.775497	95.846653	766.622150	0.874975	306.368081	24.745177	26.187313	292.004904
854.111362	658.730573	92.659563	751.390136	0.876682	306.387612	24.788440	26.225511	292.004915
855.837164	651.032357	90.776380	741.808738	0.877628	306.405405	24.827873	26.260320	292.004923
857.849211	650.139981	90.564555	740.704536	0.877732	306.426670	24.875024	26.301933	292.004931
860.288022	654.842653	91.695450	746.538103	0.877172	306.451766	24.930694	26.351052	292.004940
862.770054	669.104976	95.384301	764.489277	0.875231	306.476244	24.985018	26.398972	292.004951
864.822967	666.291884	94.621433	760.913317	0.875648	306.498885	25.035286	26.443304	292.004962
866.546014	653.547472	91.380307	744.927779	0.877330	306.516182	25.073701	26.477176	292.004972
868.366738	649.941000	90.517492	740.458493	0.877755	306.535242	25.116054	26.514512	292.004980
870.612072	651.397345	90.863381	742.260727	0.877586	306.558615	25.168018	26.560311	292.004988
873.165750	661.752846	93.429153	755.181998	0.876283	306.582927	25.222088	26.607954	292.004999
874.998826	653.801231	91.441824	745.243055	0.877299	306.600911	25.262096	26.643200	292.005009
876.831902	650.160562	90.569427	740.729988	0.877729	306.619889	25.304338	26.680406	292.005017
879.057651	651.482549	90.883722	742.366271	0.877576	306.642842	25.355453	26.725417	292.005026
881.577627	660.831088	93.192473	754.023561	0.876406	306.666611	25.408406	26.772037	292.005036
883.870995	670.775497	95.846653	766.622149	0.874975	306.690031	25.460605	26.817982	292.005046
885.728506	658.730573	92.659563	751.390136	0.876682	306.708883	25.502634	26.854968	292.005057
887.454308	651.032357	90.776380	741.808738	0.877628	306.726046	25.540917	26.888651	292.005065
889.466355	650.139981	90.564555	740.704536	0.877732	306.746579	25.586736	26.928957	292.005073
891.905166	654.842653	91.695450	746.538103	0.877172	306.770788	25.640784	26.976490	292.005082
894.387198	669.104976	95.384301	764.489277	0.875231	306.794367	25.693445	27.022792	292.005093
896.440111	666.291884	94.621433	760.913317	0.875648	306.816265	25.742373	27.065804	292.005103
898.163158	653.547472	91.380307	744.927779	0.877330	306.832940	25.779640	27.098559	292.005113
899.983882	649.941000	90.517492	740.458493	0.877755	306.851344	25.820793	27.134722	292.005120
902.229216	651.397345	90.863381	742.260727	0.877586	306.873910	25.871277	27.179075	292.005128
904.782895	661.752846	93.429153	755.181998	0.876283	306.897305	25.923634	27.225064	292.005138
906.615971	653.801231	91.441824	745.243055	0.877299	306.914633	25.962422	27.259128	292.005149
908.449046	650.160562	90.569427	740.729988	0.877729	306.932956	26.003459	27.295161	292.005156
910.674795	651.482549	90.883722	742.366271	0.877576	306.955115	26.053111	27.338748	292.005165
913.194772	660.831088	93.192473	754.023561	0.876406	306.977988	26.104380	27.383746	292.005174
915.488140	670.775497	95.846653	766.622149	0.874975	307.000594	26.155074	27.428229	292.005185
917.345651	658.730573	92.659563	751.390136	0.876682	307.018787	26.195884	27.464033	292.005195
919.071453	651.032357	90.776380	741.808738	0.877628	307.035341	26.233031	27.496616	292.005203
921.083500	650.139981	90.564555	740.704536	0.877732	307.055163	26.277534	27.535646	292.005210
923.522311	654.842653	91.695450	746.538103	0.877172	307.078514	26.329979	27.581631	292.005219
926.004343	669.104976	95.384301	764.489277	0.875231	307.101221	26.380997	27.626355	292.005229
928.057256	666.291884	94.621433	760.913317	0.875648	307.122399	26.428601	27.668078	292.005240
929.780303	653.547472	91.380307	744.927779	0.877330	307.138472	26.464736	27.699744	292.005249
931.601027	649.941000	90.517492	740.458493	0.877755	307.156239	26.504704	27.734762	292.005256
933.846361	651.397345	90.863381	742.260727	0.877586	307.178023	26.553726	27.777704	292.005264
936.400039	661.752846	93.429153	755.181998	0.876283	307.200530	26.604394	27.822079	292.005274
938.233115	653.801231	91.441824	745.243055	0.877299	307.217222	26.641978	27.854991	292.005284
940.066191	650.160562	90.569427	740.729988	0.877729	307.234910	26.681826	27.889878	292.005291
942.291940	651.482549	90.883722	742.366271	0.877576	307.256300	26.730035	27.932076	292.005299
944.811916	660.831088	93.192473	754.023561	0.876406	307.278304	26.779643	27.975492	292.005309
947.105284	670.775497	95.846653	766.622149	0.874975	307.300122	26.828852	28.018549	292.005319
948.962795	658.730573	92.659563	751.390136	0.876682	307.317678	26.868460	28.053200	292.005328
950.688597	651.032357	90.776380	741.808738	0.877628	307.333640	26.904485	28.084711	292.005336
952.700644	650.139981	90.564555	740.704536	0.877732	307.352775	26.947691	28.122496	292.005343
955.139455	654.842653	91.695450	746.538103	0.877172	307.375293	26.998556	28.166971	292.005352
957.621487	669.104976	95.384301	764.489277	0.875231	307.397155	27.047956	28.210157	292.005362
959.674400	666.291884	94.621433	760.913317	0.875648	307.417637	27.094254	28.250623	292.005372
961.397447	653.547472	91.380307	744.927779	0.877330	307.433125	27.129273	28.281226	292.005381
963.218171	649.941000	90.517492	740.458493	0.877755	307.450277	27.168072	28.315127	292.005388
965.463505	651.397345	90.863381	742.260727	0.877586	307.471303	27.215654	28.356694	292.005396
968.017184	661.752846	93.429153	755.181998	0.876283	307.492950	27.264658	28.399496	292.005405
969.850260	653.801231	91.441824	745.243055	0.877299	307.509026	27.301057	28.431284	292.005415
971.683335	650.160562	90.569427	740.729988	0.877729	307.526099	27.339733	28.465054	292.005422
973.909084	651.482549	90.883722	742.366271	0.877576	307.546745	27.386520	28.505898	292.005430
976.429061	660.831088	93.192473	754.023561	0.876406	307.567907	27.434494	28.547772	292.005439
978.722429	670.775497	95.846653	766.622149	0.874975	307.588961	27.482240	28.589439	292.005449
980.579940	658.730573	92.659563	751.390136	0.876682	307.605899	27.520664	28.622966	292.005458
982.305742	651.032357	90.776380	741.808738	0.877628	307.621289	27.555586	28.653432	292.005466
984.317789	650.139981	90.564555	740.704536	0.877732	307.639757	27.597514	28.690004	292.005473
986.756600	654.842653	91.695450	746.538103	0.877172	307.661470	27.646824	28.733008	292.005481
989.238632	669.104976	95.384301	764.489277	0.875231	307.682514	27.694632	28.774693	292.005491
991.291545	666.291884	94.621433	760.913317	0.875648	307.702321	27.739644	28.813935	292.005500
993.014591	653.547472	91.380307	744.927779	0.877330	307.717244	27.773565	28.843503	292.005509
994.835316	649.941000	90.517492	740.458493	0.877755	307.733799	27.811215	28.876316	292.005516
997.080650	651.397345	90.863381	742.260727	0.877586	307.754091	27.857379	28.916543	292.005524
999.634328	661.752846	93.429153	755.181998	0.876283	307.774905	27.904747	28.957811	292.005533
1000.000000	655.336196	91.816309	747.152505	0.877112	307.778450	27.912797	28.964826	292.005542
