Time	P_mech	P_ver	P_El	n	Drehmoment	Drehzahl	Konvektion	Strahlung	T_Spindel
610.367318	0.026967	0.047941	0.074908	0.360000	0.004887	0.052691	0.284022	0.264111	379.055723
611.468319	0.026605	0.047299	0.073904	0.360000	0.004940	0.051428	0.283757	0.263845	378.995852
612.697493	0.026392	0.046919	0.073311	0.360000	0.004971	0.050704	0.283461	0.263548	378.929021
614.085250	0.026276	0.046713	0.072989	0.360000	0.004987	0.050317	0.283127	0.263214	378.853618
615.673419	0.026219	0.046611	0.072829	0.360000	0.004995	0.050127	0.282745	0.262832	378.767425
617.521394	0.026193	0.046566	0.072759	0.360000	0.004998	0.050044	0.282302	0.262389	378.667283
619.716792	0.026184	0.046549	0.072733	0.360000	0.004999	0.050013	0.281776	0.261864	378.548539
622.394908	0.026181	0.046544	0.072724	0.360000	0.005000	0.050003	0.281137	0.261225	378.404021
625.775879	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.280333	0.260422	378.222106
630.233073	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.279277	0.259370	377.983183
636.326259	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.277843	0.257941	377.658212
643.884943	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.276078	0.256185	377.257706
648.769884	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.274949	0.255062	377.000404
653.654824	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.273824	0.253945	376.744293
659.855642	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.272403	0.252537	376.420903
667.017290	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.270775	0.250927	376.049764
671.939517	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.269667	0.249830	375.796136
676.861744	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.268563	0.248739	375.543683
682.984354	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.267197	0.247393	375.231298
690.025256	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.265638	0.245858	374.874283
695.038367	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.264538	0.244775	374.621527
700.051478	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.263443	0.243698	374.369956
706.151937	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.262117	0.242398	374.065410
713.058880	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.260627	0.240938	373.722698
719.330162	0.026180	0.046543	0.072723	0.360000	0.005000	0.050002	0.259286	0.239625	373.413436
724.399841	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.258209	0.238571	373.164748
729.114194	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.257212	0.237598	372.934540
734.623849	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.256053	0.236467	372.666771
741.308951	0.026180	0.046542	0.072722	0.360000	0.005000	0.050001	0.254656	0.235106	372.343712
748.103703	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.253247	0.233735	372.017398
753.711231	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.252094	0.232614	371.749641
758.415686	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.251132	0.231680	371.526070
763.396424	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.250118	0.230696	371.290424
769.548364	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.248872	0.229489	371.000854
776.543819	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.247466	0.228129	370.673566
781.549508	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.246469	0.227164	370.440656
786.555197	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.245476	0.226205	370.208811
792.646243	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.244274	0.225046	369.928124
799.553624	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.242920	0.223742	369.611703
805.835586	0.026180	0.046543	0.072723	0.360000	0.005000	0.050002	0.241700	0.222567	369.325658
810.912002	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.240720	0.221625	369.095697
815.623009	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.239815	0.220755	368.883235
821.122600	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.238763	0.219746	368.636355
827.801183	0.026180	0.046542	0.072722	0.360000	0.005000	0.050001	0.237494	0.218530	368.338200
834.603171	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.236212	0.217303	368.036382
840.221478	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.235162	0.216298	367.788481
844.928034	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.234286	0.215461	367.581773
849.900808	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.233365	0.214582	367.364321
856.042321	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.232234	0.213503	367.097101
863.037973	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.230954	0.212285	366.794508
868.051071	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.230046	0.211420	366.578833
873.064169	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.229140	0.210559	366.364122
879.155301	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.228046	0.209519	366.104530
886.053558	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.226815	0.208352	365.812239
892.328694	0.026180	0.046543	0.072723	0.360000	0.005000	0.050002	0.225705	0.207299	365.547907
897.407849	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.224812	0.206453	365.335031
902.126510	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.223987	0.205672	365.138121
907.630954	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.223028	0.204766	364.909459
914.306038	0.026180	0.046542	0.072722	0.360000	0.005000	0.050001	0.221872	0.203675	364.633659
921.099031	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.220705	0.202574	364.354655
926.714484	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.219748	0.201671	364.125274
931.425796	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.218950	0.200919	363.933699
936.405451	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.218109	0.200128	363.732073
942.549343	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.217077	0.199158	363.484521
949.538619	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.215911	0.198063	363.204527
954.551925	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.215083	0.197285	363.004744
959.565230	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.214257	0.196511	362.805835
965.655049	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.213258	0.195576	362.565383
972.551823	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.212136	0.194525	362.294609
978.827310	0.026180	0.046543	0.072723	0.360000	0.005000	0.050002	0.211123	0.193577	362.049637
983.907881	0.026180	0.046543	0.072723	0.360000	0.005000	0.050001	0.210308	0.192815	361.852287
988.627367	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.209554	0.192112	361.669741
994.131211	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.208678	0.191295	361.457799
994.883868	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.208562	0.191186	361.428894
995.636525	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.208443	0.191075	361.400008
999.399809	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207847	0.190520	361.255858
999.532390	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207829	0.190501	361.250788
999.664970	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207808	0.190482	361.245719
999.748599	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207794	0.190470	361.242521
999.832228	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207781	0.190457	361.239324
999.880494	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207774	0.190450	361.237479
999.928760	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207766	0.190443	361.235634
999.953136	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207762	0.190440	361.234702
999.977512	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207758	0.190436	361.233771
999.987213	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207757	0.190435	361.233400
999.996914	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207755	0.190433	361.233029
999.998895	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207755	0.190433	361.232953
999.999766	0.026180	0.046542	0.072722	0.360000	0.005000	0.050000	0.207755	0.190433	361.232920
1000.000000	0.163806	0.267806	0.431613	0.379522	0.031283	0.050003	0.207755	0.190433	361.232912
