Time	Spindle-Input-1	Spindle-Input-2	Spindle-Input-3	Spindle-Input-4-T	Spindle-Input-4-V	Spindle-Input-4-p	Spindle-Output-1	Spindle-Output-2	Spindle-Output-3	Spindle-Output-4	Spindle-Output-5	Spindle-Output-6-T	Spindle-Output-6-V	Spindle-Output-6-p	Spindle-State-1	Spindle-State-2	ForcedFluidFlow-Input-1	ForcedFluidFlow-Input-2	ForcedFluidFlow-Input-3	ForcedFluidFlow-Input-4-T	ForcedFluidFlow-Input-4-V	ForcedFluidFlow-Input-4-p	ForcedFluidFlow-Output-1	ForcedFluidFlow-Output-2	ForcedFluidFlow-Output-3-T	ForcedFluidFlow-Output-3-V	ForcedFluidFlow-Output-3-p	RotSpeed-Sim	RotSpeed-Sim	Torque-Sim	Torque-Sim	TemperatureIn-Sim	TemperatureIn-Sim	PressureIn-Sim	PressureIn-Sim	FlowRate-Sim	FlowRate-Sim	State-Sim	State-Sim
   	Spindle.State	Spindle.RotSpeed	Spindle.Torque	Spindle.CoolantIn-Temperature	Spindle.CoolantIn-FlowRate	Spindle.CoolantIn-Pressure	Spindle.PTotal	Spindle.PLoss	Spindle.PUse	Spindle.CAirFlow	Spindle.Temperature	Spindle.CoolantOut-Temperature	Spindle.CoolantOut-FlowRate	Spindle.CoolantOut-Pressure	Spindle.State.TemperatureStructure	Spindle.State.TemperatureCoolant	ForcedFluidFlow.TemperatureIn	ForcedFluidFlow.PressureIn	ForcedFluidFlow.FlowRate	ForcedFluidFlow.FluidIn-Temperature	ForcedFluidFlow.FluidIn-FlowRate	ForcedFluidFlow.FluidIn-Pressure	ForcedFluidFlow.TemperatureRaise	ForcedFluidFlow.PressureLoss	ForcedFluidFlow.FluidOut-Temperature	ForcedFluidFlow.FluidOut-FlowRate	ForcedFluidFlow.FluidOut-Pressure	RotSpeed State	RotSpeed Value	Torque State	Torque Value	TemperatureIn State	TemperatureIn Value	PressureIn State	PressureIn Value	FlowRate State	FlowRate Value	State State	State Value
[s]	[none]	[Hz]	[Nm]	[K]	[m³/s]	[Pa]	[W]	[W]	[W]	[none]	[K]	[K]	[m³/s]	[Pa]	[K]	[K]	[K]	[Pa]	[m³/s]	[K]	[m³/s]	[Pa]	[K]	[Pa]	[K]	[m³/s]	[Pa]	       	[Hz]	       	[Nm]	       	[K]	       	[Pa]	       	[m³/s]	       	[none]
904.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.061272572918	1146.0612725729177	0.0	0.0	297.54849747496695	295.08785554105333	9.666667771447856E-5	124281.0	297.54849747496695	295.087855489136	293.15	300000.0	9.666666E-5	295.08785554105333	9.666668247758792E-5	124281.0	1.9378555410533522	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
905.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.06127268044	1146.06127268044	0.0	0.0	297.54849747314506	295.087855489136	9.666669096641333E-5	124282.0	297.54849747314506	295.0878554912075	293.15	300000.0	9.666666E-5	295.087855489136	9.666668828174831E-5	124282.0	1.9378554891360409	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
906.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612727081716	1146.0612727081716	0.0	0.0	297.5484974872388	295.0878554912075	9.666673381425655E-5	124282.0	297.5484974872388	295.08785554352164	293.15	300000.0	9.666666E-5	295.0878554912075	9.666670226995057E-5	124282.0	1.9378554912075288	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
907.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612724850203	1146.0612724850203	0.0	0.0	297.5484974802736	295.08785554352164	9.666667771447856E-5	124281.0	297.5484974802736	295.0878554915504	293.15	300000.0	9.666666E-5	295.08785554352164	9.666668247758792E-5	124281.0	1.937855543521664	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
908.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612725999376	1146.0612725999376	0.0	0.0	297.54849747833583	295.0878554915504	9.666669096641333E-5	124282.0	297.54849747833583	295.0878554935691	293.15	300000.0	9.666666E-5	295.0878554915504	9.666668828174831E-5	124282.0	1.9378554915504083	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
909.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612726262918	1146.0612726262918	0.0	0.0	297.54849749231636	295.0878554935691	9.666673381425655E-5	124282.0	297.54849749231636	295.08785554583176	293.15	300000.0	9.666666E-5	295.0878554935691	9.666670226995057E-5	124282.0	1.9378554935691454	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
910.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612724006244	1146.0612724006241	0.0	0.0	297.54849748524003	295.08785554583176	9.666667771447856E-5	124281.0	297.54849748524003	295.08785549381014	293.15	300000.0	9.666666E-5	295.08785554583176	9.666668247758792E-5	124281.0	1.9378555458317805	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
911.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612725158064	1146.0612725158064	0.0	0.0	297.5484974831934	295.08785549381014	9.666669096641333E-5	124282.0	297.5484974831934	295.0878554957796	293.15	300000.0	9.666666E-5	295.08785549381014	9.666668828174831E-5	124282.0	1.9378554938101615	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
912.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612725489827	1146.0612725489827	0.0	0.0	297.54849749706756	295.0878554957796	9.666673381425655E-5	124282.0	297.54849749706756	295.0878555479938	293.15	300000.0	9.666666E-5	295.0878554957796	9.666670226995057E-5	124282.0	1.9378554957796155	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
913.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.061272325235	1146.061272325235	0.0	0.0	297.54849748988744	295.0878555479938	9.666667771447856E-5	124281.0	297.54849748988744	295.08785549592466	293.15	300000.0	9.666666E-5	295.0878555479938	9.666668247758792E-5	124281.0	1.93785554799382	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
914.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.061272441223	1146.061272441223	0.0	0.0	297.54849748773916	295.08785549592466	9.666669096641333E-5	124282.0	297.54849748773916	295.08785549784756	293.15	300000.0	9.666666E-5	295.08785549592466	9.666668828174831E-5	124282.0	1.9378554959246799	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
915.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612724779742	1146.0612724779744	0.0	0.0	297.54849750151396	295.08785549784756	9.666673381425655E-5	124282.0	297.54849750151396	295.08785555001646	293.15	300000.0	9.666666E-5	295.08785549784756	9.666670226995057E-5	124282.0	1.937855497847579	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
916.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.061272253091	1146.0612722530907	0.0	0.0	297.54849749423664	295.08785555001646	9.666667771447856E-5	124281.0	297.54849749423664	295.0878554979033	293.15	300000.0	9.666666E-5	295.08785555001646	9.666668247758792E-5	124281.0	1.9378555500164794	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
917.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612723707181	1146.0612723707181	0.0	0.0	297.54849749199326	295.0878554979033	9.666669096641333E-5	124282.0	297.54849749199326	295.08785549978325	293.15	300000.0	9.666666E-5	295.0878554979033	9.666668828174831E-5	124282.0	1.9378554979033424	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
918.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612724082064	1146.0612724082062	0.0	0.0	297.5484975056749	295.08785549978325	9.666673381425655E-5	124282.0	297.5484975056749	295.0878555519099	293.15	300000.0	9.666666E-5	295.08785549978325	9.666670226995057E-5	124282.0	1.937855499783268	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
919.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612721944258	1146.0612721944253	0.0	0.0	297.5484974983068	295.0878555519099	9.666667771447856E-5	124281.0	297.5484974983068	295.087855499755	293.15	300000.0	9.666666E-5	295.0878555519099	9.666668247758792E-5	124281.0	1.9378555519099336	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
920.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612723071222	1146.0612723071217	0.0	0.0	297.5484974959748	295.087855499755	9.666669096641333E-5	124282.0	297.5484974959748	295.0878555015945	293.15	300000.0	9.666666E-5	295.087855499755	9.666668828174831E-5	124282.0	1.9378554997550168	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
921.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.061272342454	1146.061272342454	0.0	0.0	297.5484975095694	295.0878555015945	9.666673381425655E-5	124282.0	297.5484975095694	295.08785555368166	293.15	300000.0	9.666666E-5	295.0878555015945	9.666670226995057E-5	124282.0	1.9378555015945267	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
922.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612721258076	1146.0612721258076	0.0	0.0	297.5484975021158	295.08785555368166	9.666667771447856E-5	124281.0	297.5484975021158	295.0878555014883	293.15	300000.0	9.666666E-5	295.08785555368166	9.666668247758792E-5	124281.0	1.9378555536816862	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
923.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612722462342	1146.0612722462342	0.0	0.0	297.5484974997002	295.0878555014883	9.666669096641333E-5	124282.0	297.5484974997002	295.08785550328975	293.15	300000.0	9.666666E-5	295.0878555014883	9.666668828174831E-5	124282.0	1.9378555014883432	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
924.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612722847172	1146.0612722847172	0.0	0.0	297.5484975132135	295.08785550328975	9.666673381425655E-5	124282.0	297.5484975132135	295.0878555553399	293.15	300000.0	9.666666E-5	295.08785550328975	9.666670226995057E-5	124282.0	1.937855503289768	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
925.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.061272066481	1146.0612720664808	0.0	0.0	297.5484975056804	295.0878555553399	9.666667771447856E-5	124281.0	297.5484975056804	295.08785550311	293.15	300000.0	9.666666E-5	295.0878555553399	9.666668247758792E-5	124281.0	1.9378555553399224	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
926.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612721919924	1146.0612721919924	0.0	0.0	297.5484975031869	295.08785550311	9.666669096641333E-5	124282.0	297.5484975031869	295.0878555048761	293.15	300000.0	9.666666E-5	295.08785550311	9.666668828174831E-5	124282.0	1.937855503110029	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
927.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612722310755	1146.0612722310752	0.0	0.0	297.5484975166241	295.0878555048761	9.666673381425655E-5	124282.0	297.5484975166241	295.08785555689155	293.15	300000.0	9.666666E-5	295.0878555048761	9.666670226995057E-5	124282.0	1.9378555048760973	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
928.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612720126796	1146.0612720126794	0.0	0.0	297.54849750901656	295.08785555689155	9.666667771447856E-5	124281.0	297.54849750901656	295.0878555046279	293.15	300000.0	9.666666E-5	295.08785555689155	9.666668247758792E-5	124281.0	1.9378555568915772	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
929.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.061272133534	1146.061272133534	0.0	0.0	297.54849750644996	295.0878555046279	9.666669096641333E-5	124282.0	297.54849750644996	295.08785550636065	293.15	300000.0	9.666666E-5	295.0878555046279	9.666668828174831E-5	124282.0	1.937855504627919	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
930.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612721748962	1146.0612721748962	0.0	0.0	297.5484975198154	295.08785550636065	9.666673381425655E-5	124282.0	297.5484975198154	295.0878555583436	293.15	300000.0	9.666666E-5	295.08785550636065	9.666670226995057E-5	124282.0	1.9378555063606768	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
931.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612719618907	1146.0612719618907	0.0	0.0	297.5484975121379	295.0878555583436	9.666667771447856E-5	124281.0	297.5484975121379	295.08785550604813	293.15	300000.0	9.666666E-5	295.0878555583436	9.666668247758792E-5	124281.0	1.9378555583436423	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
932.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612720911215	1146.0612720911215	0.0	0.0	297.54849750950336	295.08785550604813	9.666669096641333E-5	124282.0	297.54849750950336	295.0878555077497	293.15	300000.0	9.666666E-5	295.08785550604813	9.666668828174831E-5	124282.0	1.9378555060481517	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
933.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612721324546	1146.0612721324544	0.0	0.0	297.5484975228027	295.0878555077497	9.666673381425655E-5	124282.0	297.5484975228027	295.08785555970235	293.15	300000.0	9.666666E-5	295.0878555077497	9.666670226995057E-5	124282.0	1.9378555077497026	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
934.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612719186547	1146.0612719186545	0.0	0.0	297.54849751506026	295.08785555970235	9.666667771447856E-5	124281.0	297.54849751506026	295.08785550737747	293.15	300000.0	9.666666E-5	295.08785555970235	9.666668247758792E-5	124281.0	1.9378555597023706	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
935.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.061272039028	1146.0612720390282	0.0	0.0	297.54849751236185	295.08785550737747	9.666669096641333E-5	124282.0	297.54849751236185	295.0878555090503	293.15	300000.0	9.666666E-5	295.08785550737747	9.666668828174831E-5	124282.0	1.937855507377492	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
936.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612720823042	1146.0612720823042	0.0	0.0	297.5484975255983	295.0878555090503	9.666673381425655E-5	124282.0	297.5484975255983	295.08785556097456	293.15	300000.0	9.666666E-5	295.0878555090503	9.666670226995057E-5	124282.0	1.9378555090503369	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
937.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612718699933	1146.0612718699933	0.0	0.0	297.5484975177944	295.08785556097456	9.666667771447856E-5	124281.0	297.5484975177944	295.0878555086217	293.15	300000.0	9.666666E-5	295.08785556097456	9.666668247758792E-5	124281.0	1.9378555609745831	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
938.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.061271995004	1146.0612719950038	0.0	0.0	297.548497515036	295.0878555086217	9.666669096641333E-5	124282.0	297.548497515036	295.0878555102673	293.15	300000.0	9.666666E-5	295.0878555086217	9.666668828174831E-5	124282.0	1.9378555086217375	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
939.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612720385	1146.0612720385	0.0	0.0	297.54849752821394	295.0878555102673	9.666673381425655E-5	124282.0	297.54849752821394	295.08785556216463	293.15	300000.0	9.666666E-5	295.0878555102673	9.666670226995057E-5	124282.0	1.9378555102672976	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
940.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.061271833221	1146.061271833221	0.0	0.0	297.54849752035295	295.08785556216463	9.666667771447856E-5	124281.0	297.54849752035295	295.08785550978564	293.15	300000.0	9.666666E-5	295.08785556216463	9.666668247758792E-5	124281.0	1.937855562164657	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
941.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612719571823	1146.0612719571823	0.0	0.0	297.548497517539	295.08785550978564	9.666669096641333E-5	124282.0	297.548497517539	295.08785551140573	293.15	300000.0	9.666666E-5	295.08785550978564	9.666668828174831E-5	124282.0	1.9378555097856633	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
942.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612720026893	1146.0612720026895	0.0	0.0	297.5484975306625	295.08785551140573	9.666673381425655E-5	124282.0	297.5484975306625	295.0878555632784	293.15	300000.0	9.666666E-5	295.08785551140573	9.666670226995057E-5	124282.0	1.9378555114057576	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
943.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612717877073	1146.0612717877073	0.0	0.0	297.54849752274794	295.0878555632784	9.666667771447856E-5	124281.0	297.54849752274794	295.0878555108753	293.15	300000.0	9.666666E-5	295.0878555632784	9.666668247758792E-5	124281.0	1.9378555632784469	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
944.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.06127191656	1146.0612719165597	0.0	0.0	297.5484975198812	295.0878555108753	9.666669096641333E-5	124282.0	297.5484975198812	295.0878555124716	293.15	300000.0	9.666666E-5	295.0878555108753	9.666668828174831E-5	124282.0	1.9378555108752948	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
945.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612719628402	1146.0612719628402	0.0	0.0	297.5484975329533	295.0878555124716	9.666673381425655E-5	124282.0	297.5484975329533	295.08785556432093	293.15	300000.0	9.666666E-5	295.0878555124716	9.666670226995057E-5	124282.0	1.9378555124716286	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
946.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612717555432	1146.0612717555432	0.0	0.0	297.5484975249887	295.08785556432093	9.666667771447856E-5	124281.0	297.5484975249887	295.08785551189476	293.15	300000.0	9.666666E-5	295.08785556432093	9.666668247758792E-5	124281.0	1.9378555643209552	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
947.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.061271880235	1146.061271880235	0.0	0.0	297.5484975220732	295.08785551189476	9.666669096641333E-5	124282.0	297.5484975220732	295.08785551346875	293.15	300000.0	9.666666E-5	295.08785551189476	9.666668828174831E-5	124282.0	1.9378555118947816	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
948.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612719255655	1146.0612719255653	0.0	0.0	297.5484975350972	295.08785551346875	9.666673381425655E-5	124282.0	297.5484975350972	295.0878555652964	293.15	300000.0	9.666666E-5	295.08785551346875	9.666670226995057E-5	124282.0	1.9378555134687758	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
949.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.061271716969	1146.061271716969	0.0	0.0	297.5484975270856	295.0878555652964	9.666667771447856E-5	124281.0	297.5484975270856	295.08785551284905	293.15	300000.0	9.666666E-5	295.0878555652964	9.666668247758792E-5	124281.0	1.937855565296445	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
950.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612718473928	1146.061271847393	0.0	0.0	297.54849752412406	295.08785551284905	9.666669096641333E-5	124282.0	297.54849752412406	295.08785551440207	293.15	300000.0	9.666666E-5	295.08785551284905	9.666668828174831E-5	124282.0	1.9378555128490689	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
951.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.061271894292	1146.061271894292	0.0	0.0	297.54849753710334	295.08785551440207	9.666673381425655E-5	124282.0	297.54849753710334	295.08785556620904	293.15	300000.0	9.666666E-5	295.08785551440207	9.666670226995057E-5	124282.0	1.937855514402088	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
952.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612716867	1146.0612716867	0.0	0.0	297.54849752904795	295.08785556620904	9.666667771447856E-5	124281.0	297.54849752904795	295.08785551374183	293.15	300000.0	9.666666E-5	295.08785556620904	9.666668247758792E-5	124281.0	1.9378555662090662	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
953.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612718176785	1146.0612718176785	0.0	0.0	297.5484975260436	295.08785551374183	9.666669096641333E-5	124282.0	297.5484975260436	295.08785551527535	293.15	300000.0	9.666666E-5	295.08785551374183	9.666668828174831E-5	124282.0	1.9378555137418516	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
954.00	1.0	700.0	0.0	293.15	9.666673381425655E-5	300000.0	1146.0612718609707	1146.0612718609707	0.0	0.0	297.54849753898094	295.08785551527535	9.666673381425655E-5	124282.0	297.54849753898094	295.08785556706334	293.15	300000.0	9.666666E-5	295.08785551527535	9.666670226995057E-5	124282.0	1.9378555152753734	175718.0	293.15	9.666670226995057E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
955.00	1.0	700.0	0.0	293.15	9.666667771447856E-5	300000.0	1146.0612716606392	1146.0612716606395	0.0	0.0	297.54849753088456	295.08785556706334	9.666667771447856E-5	124281.0	297.54849753088456	295.08785551457714	293.15	300000.0	9.666666E-5	295.08785556706334	9.666668247758792E-5	124281.0	1.937855567063366	175719.0	293.15	9.666668247758792E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
956.00	1.0	700.0	0.0	293.15	9.666669096641333E-5	300000.0	1146.0612717834758	1146.0612717834758	0.0	0.0	297.5484975278401	295.08785551457714	9.666669096641333E-5	124282.0	297.5484975278401	295.08785551609265	293.15	300000.0	9.666666E-5	295.08785551457714	9.666668828174831E-5	124282.0	1.9378555145771656	175718.0	293.15	9.666668828174831E-5	300000.0	PERIODIC	700.0	PERIODIC	0.0	ON	293.15	ON	300000.0	ON	9.666666E-5	ON	1.0
