Time	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	Spindle-BC-11	Spindle-BC-12	Spindle-BC-13	Spindle-BC-14	Spindle-BC-15
   	Spindle.MotorHeatSrcStator	Spindle.MotorHeatSrcRotor	Spindle.Bearing1HeatSrcOuter	Spindle.Bearing1HeatSrcInner	Spindle.Bearing1HTC	Spindle.Bearing2HeatSrcOuter	Spindle.Bearing2HeatSrcInner	Spindle.Bearing2HTC	Spindle.Bearing3HeatSrcOuter	Spindle.Bearing3HeatSrcInner	Spindle.Bearing3HTC	Spindle.HeatSrcAirgap	Spindle.HeatSrcCair	Spindle.CoolantHTC	Spindle.CoolantTemperature
[s]	[W]	[W]	[W]	[W]	[W/K]	[W]	[W]	[W/K]	[W]	[W]	[W/K]	[W]	[W]	[W/K]	[K]
-	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	NEUMANN	NEUMANN	ROBIN	NEUMANN	NEUMANN	ROBIN	NEUMANN	NEUMANN	ROBIN	ROBIN
357.00	54.42872883969691	0.6409074869027852	182.95252652719935	182.95252652719935	2.1405077416130514	140.025934880156	140.025934880156	2.1405077416130514	156.4003385809523	156.4003385809523	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08113885731547
358.00	54.4287289099962	0.6409012869158794	182.951647108576	182.951647108576	2.1405077416130514	140.02505546153262	140.02505546153262	2.1405077416130514	156.3994591623289	156.3994591623289	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08128566171206
359.00	54.428728971936266	0.6408952232094266	182.95078698107412	182.95078698107412	2.1405077416130514	140.02419533403076	140.02419533403076	2.1405077416130514	156.39859903482704	156.39859903482704	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08142930893524
360.00	54.42872903853571	0.6408892918549757	182.94994565448445	182.94994565448445	2.1405077416130514	140.0233540074411	140.0233540074411	2.1405077416130514	156.3977577082374	156.3977577082374	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0815698654684
361.00	54.428729102880965	0.6408834899961545	182.949122688178	182.949122688178	2.1405077416130514	140.02253104113464	140.02253104113464	2.1405077416130514	156.39693474193092	156.39693474193092	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0817072460159
362.00	54.428729158971485	0.6408778157032173	182.9483177776908	182.9483177776908	2.1405077416130514	140.02172613064744	140.02172613064744	2.1405077416130514	156.39612983144372	156.39612983144372	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08184167545676
363.00	54.4287292171615	0.6408722653350962	182.94753045985576	182.94753045985576	2.1405077416130514	140.02093881281237	140.02093881281237	2.1405077416130514	156.39534251360868	156.39534251360868	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0819732157675
364.00	54.428729275833	0.6408668360301928	182.94676032049964	182.94676032049964	2.1405077416130514	140.02016867345628	140.02016867345628	2.1405077416130514	156.39457237425256	156.39457237425256	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0821017772096
365.00	54.42872933113978	0.6408615259633333	182.94600708105534	182.94600708105534	2.1405077416130514	140.019415434012	140.019415434012	2.1405077416130514	156.3938191348083	156.3938191348083	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08222758038755
366.00	54.428729386192146	0.640856331934674	182.94527030365546	182.94527030365546	2.1405077416130514	140.0186786566121	140.0186786566121	2.1405077416130514	156.3930823574084	156.3930823574084	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0823506830601
367.00	54.428729438555735	0.6408512512868146	182.94454959887815	182.94454959887815	2.1405077416130514	140.01795795183477	140.01795795183477	2.1405077416130514	156.3923616526311	156.3923616526311	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0824709913309
368.00	54.42872949476611	0.6408462819892188	182.94384471238808	182.94384471238808	2.1405077416130514	140.01725306534473	140.01725306534473	2.1405077416130514	156.391656766141	156.391656766141	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08258872180477
369.00	54.42872954931048	0.640841421321662	182.94315522998866	182.94315522998866	2.1405077416130514	140.0165635829453	140.0165635829453	2.1405077416130514	156.3909672837416	156.3909672837416	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0827039282931
370.00	54.42872959590058	0.6408366669298747	182.94248078541725	182.94248078541725	2.1405077416130514	140.0158891383739	140.0158891383739	2.1405077416130514	156.39029283917017	156.39029283917017	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0828165130091
371.00	54.42872964587956	0.6408320167689653	182.94182114701013	182.94182114701013	2.1405077416130514	140.01522949996678	140.01522949996678	2.1405077416130514	156.3896332007631	156.3896332007631	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0829266888141
372.00	54.42872969397254	0.6408274682663668	182.94117592272102	182.94117592272102	2.1405077416130514	140.01458427567766	140.01458427567766	2.1405077416130514	156.38898797647397	156.38898797647397	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0830345058257
373.00	54.428729751478514	0.6408230185831627	182.94054476795577	182.94054476795577	2.1405077416130514	140.0139531209124	140.0139531209124	2.1405077416130514	156.38835682170867	156.38835682170867	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0831398626156
374.00	54.428729798888	0.6408186669424963	182.93992747226164	182.93992747226164	2.1405077416130514	140.0133358252183	140.0133358252183	2.1405077416130514	156.38773952601457	156.38773952601457	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08324296854204
375.00	54.42872984379546	0.6408144104514878	182.93932366431608	182.93932366431608	2.1405077416130514	140.01273201727273	140.01273201727273	2.1405077416130514	156.38713571806903	156.38713571806903	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0833438702669
376.00	54.42872987918929	0.6408102470779911	182.9387330198018	182.9387330198018	2.1405077416130514	140.01214137275844	140.01214137275844	2.1405077416130514	156.38654507355474	156.38654507355474	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08344246295366
377.00	54.42872993653813	0.640806174337282	182.938155348116	182.938155348116	2.1405077416130514	140.01156370107265	140.01156370107265	2.1405077416130514	156.38596740186895	156.38596740186895	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08353895268226
378.00	54.4287299710001	0.6408021913740136	182.9375902973259	182.9375902973259	2.1405077416130514	140.01099865028254	140.01099865028254	2.1405077416130514	156.38540235107885	156.38540235107885	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08363338287944
379.00	54.42873001310709	0.640798294928949	182.9370375620842	182.9370375620842	2.1405077416130514	140.01044591504086	140.01044591504086	2.1405077416130514	156.38484961583717	156.38484961583717	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0837256455201
380.00	54.42873005421585	0.6407944841023729	182.93649697035985	182.93649697035985	2.1405077416130514	140.0099053233165	140.0099053233165	2.1405077416130514	156.38430902411278	156.38430902411278	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.083815943617
381.00	54.42873009424641	0.6407907565443438	182.93596818836457	182.93596818836457	2.1405077416130514	140.00937654132122	140.00937654132122	2.1405077416130514	156.3837802421175	156.3837802421175	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08390431756897
382.00	54.428730123824614	0.6407871105673622	182.93545092850198	182.93545092850198	2.1405077416130514	140.0088592814586	140.0088592814586	2.1405077416130514	156.3832629822549	156.3832629822549	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08399065636684
383.00	54.4287301648387	0.6407835442875744	182.93494503611853	182.93494503611853	2.1405077416130514	140.00835338907518	140.00835338907518	2.1405077416130514	156.3827570898715	156.3827570898715	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0840751601524
384.00	54.42873020481418	0.6407800559240778	182.9344501944035	182.9344501944035	2.1405077416130514	140.00785854736014	140.00785854736014	2.1405077416130514	156.38226224815645	156.38226224815645	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08415786649164
385.00	54.42873024644823	0.6407766434689354	182.9339661323688	182.9339661323688	2.1405077416130514	140.00737448532544	140.00737448532544	2.1405077416130514	156.38177818612175	156.38177818612175	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08423866158256
386.00	54.428730277527634	0.6407733063890508	182.93349271162	182.93349271162	2.1405077416130514	140.00690106457665	140.00690106457665	2.1405077416130514	156.38130476537296	156.38130476537296	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08431774288044
387.00	54.4287303181093	0.6407700418363785	182.93302963123273	182.93302963123273	2.1405077416130514	140.00643798418938	140.00643798418938	2.1405077416130514	156.38084168498568	156.38084168498568	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08439514530005
388.00	54.42873034653674	0.6407668487953541	182.93257663576193	182.93257663576193	2.1405077416130514	140.00598498871858	140.00598498871858	2.1405077416130514	156.3803886895149	156.3803886895149	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0844707524264
389.00	54.428730377007966	0.6407637258828663	182.9321336020284	182.9321336020284	2.1405077416130514	140.00554195498503	140.00554195498503	2.1405077416130514	156.37994565578134	156.37994565578134	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0845447591998
390.00	54.428730417320985	0.6407606708000392	182.93170024397222	182.93170024397222	2.1405077416130514	140.00510859692886	140.00510859692886	2.1405077416130514	156.37951229772514	156.37951229772514	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0846171980543
391.00	54.42873045400984	0.6407576823369774	182.93127632068956	182.93127632068956	2.1405077416130514	140.0046846736462	140.0046846736462	2.1405077416130514	156.37908837444252	156.37908837444252	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0846879501283
392.00	54.42873048205662	0.6407547599074263	182.9308617232366	182.9308617232366	2.1405077416130514	140.00427007619325	140.00427007619325	2.1405077416130514	156.37867377698956	156.37867377698956	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0847572080104
393.00	54.42873051012067	0.640751901279401	182.9304561794633	182.9304561794633	2.1405077416130514	140.00386453241995	140.00386453241995	2.1405077416130514	156.37826823321626	156.37826823321626	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0848250018129
394.00	54.42873054195113	0.6407491047150081	182.9300594620757	182.9300594620757	2.1405077416130514	140.00346781503234	140.00346781503234	2.1405077416130514	156.37787151582862	156.37787151582862	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0848912103849
395.00	54.42873056950392	0.6407463698316231	182.9296714754524	182.9296714754524	2.1405077416130514	140.00307982840906	140.00307982840906	2.1405077416130514	156.37748352920536	156.37748352920536	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08495602411267
396.00	54.42873059745514	0.6407436946333828	182.92929196045554	182.92929196045554	2.1405077416130514	140.0027003134122	140.0027003134122	2.1405077416130514	156.37710401420847	156.37710401420847	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08501947093566
397.00	54.42873062244747	0.6407410777297576	182.9289207025254	182.9289207025254	2.1405077416130514	140.00232905548205	140.00232905548205	2.1405077416130514	156.37673275627836	156.37673275627836	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0850814275624
398.00	54.42873065471521	0.6407385181634886	182.92855761850603	182.92855761850603	2.1405077416130514	140.00196597146268	140.00196597146268	2.1405077416130514	156.376369672259	156.376369672259	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08514208231765
399.00	54.42873067767986	0.6407360147950028	182.92820246143842	182.92820246143842	2.1405077416130514	140.00161081439506	140.00161081439506	2.1405077416130514	156.37601451519134	156.37601451519134	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0852014611075
400.00	54.42873070831034	0.6407335655810268	182.92785502867693	182.92785502867693	2.1405077416130514	140.00126338163358	140.00126338163358	2.1405077416130514	156.37566708242986	156.37566708242986	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0852594386357
401.00	54.42873073592743	0.6407311704045666	182.92751524872997	182.92751524872997	2.1405077416130514	140.0009236016866	140.0009236016866	2.1405077416130514	156.37532730248293	156.37532730248293	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0853162012993
402.00	54.428730756326	0.6407288277579051	182.92718288603484	182.92718288603484	2.1405077416130514	140.0005912389915	140.0005912389915	2.1405077416130514	156.37499493978777	156.37499493978777	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08537177310143
403.00	54.428730789393605	0.6407265355706301	182.92685774909648	182.92685774909648	2.1405077416130514	140.00026610205313	140.00026610205313	2.1405077416130514	156.37466980284944	156.37466980284944	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0854260268698
404.00	54.42873081134787	0.6407242942775995	182.9265397773368	182.9265397773368	2.1405077416130514	139.99994813029343	139.99994813029343	2.1405077416130514	156.3743518310897	156.3743518310897	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.085479147197
405.00	54.42873082991355	0.6407221020138965	182.926228745858	182.926228745858	2.1405077416130514	139.99963709881465	139.99963709881465	2.1405077416130514	156.37404079961095	156.37404079961095	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0855311563051
406.00	54.4287308539043	0.6407199571840017	182.92592447359738	182.92592447359738	2.1405077416130514	139.99933282655402	139.99933282655402	2.1405077416130514	156.3737365273503	156.3737365273503	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0855819252667
407.00	54.42873087862492	0.6407178596030164	182.925626910192	182.925626910192	2.1405077416130514	139.9990352631486	139.9990352631486	2.1405077416130514	156.3734389639449	156.3734389639449	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08563163698494
408.00	54.42873090704928	0.6407158076485457	182.92533584072106	182.92533584072106	2.1405077416130514	139.9987441936777	139.9987441936777	2.1405077416130514	156.37314789447402	156.37314789447402	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0856803120164
409.00	54.428730926997815	0.6407138005547779	182.9250510938838	182.9250510938838	2.1405077416130514	139.99845944684046	139.99845944684046	2.1405077416130514	156.37286314763674	156.37286314763674	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0857278197901
410.00	54.42873094516826	0.6407118377912489	182.9247726288749	182.9247726288749	2.1405077416130514	139.99818098183155	139.99818098183155	2.1405077416130514	156.37258468262783	156.37258468262783	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0857743416296
411.00	54.42873095916239	0.6407099179961122	182.92450024011322	182.92450024011322	2.1405077416130514	139.99790859306987	139.99790859306987	2.1405077416130514	156.37231229386614	156.37231229386614	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.085819896531
412.00	54.42873097623051	0.6407080397637769	182.9242337654343	182.9242337654343	2.1405077416130514	139.99764211839096	139.99764211839096	2.1405077416130514	156.37204581918724	156.37204581918724	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0858643523863
413.00	54.4287310020489	0.6407062026638253	182.92397317297585	182.92397317297585	2.1405077416130514	139.9973815259325	139.9973815259325	2.1405077416130514	156.3717852267288	156.3717852267288	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0859078890396
414.00	54.4287310222725	0.640704405828997	182.9237182658924	182.9237182658924	2.1405077416130514	139.99712661884905	139.99712661884905	2.1405077416130514	156.37153031964536	156.37153031964536	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08595052402814
415.00	54.42873103604701	0.6407026482076777	182.92346889056734	182.92346889056734	2.1405077416130514	139.99687724352398	139.99687724352398	2.1405077416130514	156.37128094432026	156.37128094432026	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0859921238053
416.00	54.4287310621495	0.6407009289536707	182.9232250235086	182.9232250235086	2.1405077416130514	139.99663337646524	139.99663337646524	2.1405077416130514	156.37103707726152	156.37103707726152	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0860328668311
417.00	54.42873107897719	0.6406992475203809	182.92298647604767	182.92298647604767	2.1405077416130514	139.99639482900432	139.99639482900432	2.1405077416130514	156.37079852980062	156.37079852980062	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08607276927677
418.00	54.42873109958561	0.6406976024084642	182.92275310256747	182.92275310256747	2.1405077416130514	139.99616145552412	139.99616145552412	2.1405077416130514	156.3705651563204	156.3705651563204	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08611169624913
419.00	54.428731113243515	0.6406959938963448	182.9225248874071	182.9225248874071	2.1405077416130514	139.99593324036374	139.99593324036374	2.1405077416130514	156.37033694116005	156.37033694116005	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08614982491304
420.00	54.42873112859013	0.6406944203953472	182.92230164954984	182.92230164954984	2.1405077416130514	139.99571000250648	139.99571000250648	2.1405077416130514	156.3701137033028	156.3701137033028	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0861871701616
421.00	54.42873114222897	0.6406928810551731	182.92208325086597	182.92208325086597	2.1405077416130514	139.99549160382261	139.99549160382261	2.1405077416130514	156.3698953046189	156.3698953046189	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08622359584166
422.00	54.428731162757146	0.6406913755053847	182.92186968302198	182.92186968302198	2.1405077416130514	139.99527803597863	139.99527803597863	2.1405077416130514	156.3696817367749	156.3696817367749	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0862592779058
423.00	54.42873117471929	0.6406899030810218	182.92166077216055	182.92166077216055	2.1405077416130514	139.9950691251172	139.9950691251172	2.1405077416130514	156.36947282591348	156.36947282591348	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0862942300511
424.00	54.428731195003955	0.6406884622459578	182.92145638715616	182.92145638715616	2.1405077416130514	139.9948647401128	139.9948647401128	2.1405077416130514	156.3692684409091	156.3692684409091	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08632831494515
425.00	54.42873120875626	0.6406870535280627	182.92125652653348	182.92125652653348	2.1405077416130514	139.99466487949013	139.99466487949013	2.1405077416130514	156.3690685802864	156.3690685802864	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0863617074063
426.00	54.42873122108782	0.6406856755642101	182.9210610231357	182.9210610231357	2.1405077416130514	139.99446937609235	139.99446937609235	2.1405077416130514	156.36887307688866	156.36887307688866	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08639442001265
427.00	54.428731233755826	0.6406843274128743	182.92086975239332	182.92086975239332	2.1405077416130514	139.99427810534996	139.99427810534996	2.1405077416130514	156.36868180614627	156.36868180614627	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0864263143279
428.00	54.42873124832346	0.6406830090521631	182.9206827192482	182.9206827192482	2.1405077416130514	139.99409107220484	139.99409107220484	2.1405077416130514	156.36849477300115	156.36849477300115	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0864575641087
429.00	54.428731269596454	0.640681719174183	182.92049976281305	182.92049976281305	2.1405077416130514	139.9939081157697	139.9939081157697	2.1405077416130514	156.36831181656598	156.36831181656598	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0864881808853
430.00	54.42873128421028	0.6406804574287118	182.9203207646513	182.9203207646513	2.1405077416130514	139.99372911760796	139.99372911760796	2.1405077416130514	156.36813281840423	156.36813281840423	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0865180251894
431.00	54.42873129632498	0.6406792237420132	182.92014573571	182.92014573571	2.1405077416130514	139.99355408866663	139.99355408866663	2.1405077416130514	156.3679577894629	156.3679577894629	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0865472697842
432.00	54.42873130626902	0.6406780170098675	182.91997452097036	182.91997452097036	2.1405077416130514	139.993382873927	139.993382873927	2.1405077416130514	156.36778657472328	156.36778657472328	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08657592521956
433.00	54.42873132184764	0.640676836155267	182.9198070077372	182.9198070077372	2.1405077416130514	139.99321536069385	139.99321536069385	2.1405077416130514	156.36761906149013	156.36761906149013	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08660385106043
434.00	54.428731332615186	0.6406756816734558	182.91964321257686	182.91964321257686	2.1405077416130514	139.9930515655335	139.9930515655335	2.1405077416130514	156.3674552663298	156.3674552663298	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0866312191405
435.00	54.42873134559396	0.64067455225625	182.91948298596034	182.91948298596034	2.1405077416130514	139.992891338917	139.992891338917	2.1405077416130514	156.36729503971327	156.36729503971327	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08665803909224
436.00	54.428731355719485	0.6406734473309759	182.91932622056385	182.91932622056385	2.1405077416130514	139.9927345735205	139.9927345735205	2.1405077416130514	156.36713827431677	156.36713827431677	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0866841695759
437.00	54.42873135997053	0.6406723671608296	182.9191729382131	182.9191729382131	2.1405077416130514	139.99258129116976	139.99258129116976	2.1405077416130514	156.36698499196606	156.36698499196606	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0867097815557
438.00	54.428731380115025	0.6406713099394776	182.91902299451775	182.91902299451775	2.1405077416130514	139.9924313474744	139.9924313474744	2.1405077416130514	156.36683504827067	156.36683504827067	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08673488380515
439.00	54.428731387580676	0.6406702759815726	182.91887628717961	182.91887628717961	2.1405077416130514	139.99228464013626	139.99228464013626	2.1405077416130514	156.36668834093257	156.36668834093257	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08675933413855
440.00	54.42873140072397	0.6406692648102666	182.918732842945	182.918732842945	2.1405077416130514	139.99214119590164	139.99214119590164	2.1405077416130514	156.36654489669792	156.36654489669792	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0867833027054
441.00	54.42873140906141	0.6406682758219482	182.91859252223176	182.91859252223176	2.1405077416130514	139.99200087518838	139.99200087518838	2.1405077416130514	156.36640457598466	156.36640457598466	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0868067974763
442.00	54.42873142411739	0.6406673079112742	182.91845522744646	182.91845522744646	2.1405077416130514	139.9918635804031	139.9918635804031	2.1405077416130514	156.36626728119938	156.36626728119938	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08682967547355
443.00	54.42873142962064	0.640666361888807	182.91832098994138	182.91832098994138	2.1405077416130514	139.99172934289803	139.99172934289803	2.1405077416130514	156.36613304369433	156.36613304369433	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0868521060841
444.00	54.4287314442702	0.6406654361250192	182.91818967463254	182.91818967463254	2.1405077416130514	139.99159802758916	139.99159802758916	2.1405077416130514	156.36600172838544	156.36600172838544	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08687409652686
445.00	54.428731454089444	0.6406645304697778	182.91806118832903	182.91806118832903	2.1405077416130514	139.99146954128565	139.99146954128565	2.1405077416130514	156.36587324208193	156.36587324208193	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.086895503083
446.00	54.42873145628357	0.6406636452756069	182.9179355666924	182.9179355666924	2.1405077416130514	139.99134391964904	139.99134391964904	2.1405077416130514	156.36574762044532	156.36574762044532	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0869164944267
447.00	54.42873147073866	0.6406627788996591	182.91781267885	182.91781267885	2.1405077416130514	139.99122103180665	139.99122103180665	2.1405077416130514	156.36562473260292	156.36562473260292	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0869370770729
448.00	54.428731477119584	0.6406619314512689	182.91769243573023	182.91769243573023	2.1405077416130514	139.99110078868688	139.99110078868688	2.1405077416130514	156.3655044894832	156.3655044894832	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0869571066091
449.00	54.42873148308426	0.6406611029325656	182.91757487702696	182.91757487702696	2.1405077416130514	139.9909832299836	139.9909832299836	2.1405077416130514	156.36538693077992	156.36538693077992	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.086976751042
450.00	54.428731488045734	0.6406602924703955	182.91745987580754	182.91745987580754	2.1405077416130514	139.99086822876419	139.99086822876419	2.1405077416130514	156.3652719295605	156.3652719295605	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08699601622857
451.00	54.42873150727606	0.6406594989108833	182.91734734685596	182.91734734685596	2.1405077416130514	139.99075569981258	139.99075569981258	2.1405077416130514	156.36515940060892	156.36515940060892	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.08701475710666
452.00	54.4287315120875	0.6406587235998881	182.91723733363943	182.91723733363943	2.1405077416130514	139.99064568659608	139.99064568659608	2.1405077416130514	156.36504938739236	156.36504938739236	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08703314105935
453.00	54.42873152107462	0.6406579649951338	182.91712971291147	182.91712971291147	2.1405077416130514	139.99053806586812	139.99053806586812	2.1405077416130514	156.36494176666443	156.36494176666443	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0870511733262
454.00	54.42873153246711	0.6406572225857494	182.9170244030641	182.9170244030641	2.1405077416130514	139.9904327560207	139.9904327560207	2.1405077416130514	156.36483645681705	156.36483645681705	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0870687082385
455.00	54.42873153853442	0.6406564969830274	182.916921451097	182.916921451097	2.1405077416130514	139.99032980405366	139.99032980405366	2.1405077416130514	156.36473350484994	156.36473350484994	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.0870859125944
456.00	54.42873154210753	0.6406557872402726	182.91682073721518	182.91682073721518	2.1405077416130514	139.9902290901718	139.9902290901718	2.1405077416130514	156.36463279096807	156.36463279096807	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08710279105736
457.00	54.42873155580315	0.640655092349009	182.91672218318564	182.91672218318564	2.1405077416130514	139.9901305361423	139.9901305361423	2.1405077416130514	156.36453423693857	156.36453423693857	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0871191973894
458.00	54.428731559079594	0.6406544134081009	182.91662583931327	182.91662583931327	2.1405077416130514	139.99003419226992	139.99003419226992	2.1405077416130514	156.3644378930662	156.3644378930662	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08713529784217
459.00	54.428731568177305	0.6406537490076598	182.91653158903117	182.91653158903117	2.1405077416130514	139.9899399419878	139.9899399419878	2.1405077416130514	156.36434364278412	156.36434364278412	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.0871510965394
460.00	54.42873157048845	0.6406530990756039	182.91643935726617	182.91643935726617	2.1405077416130514	139.98984771022282	139.98984771022282	2.1405077416130514	156.36425141101913	156.36425141101913	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0871664467113
461.00	54.428731579355244	0.6406524635046222	182.91634919741648	182.91634919741648	2.1405077416130514	139.98975755037313	139.98975755037313	2.1405077416130514	156.36416125116943	156.36416125116943	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08718151409727
462.00	54.42873158622829	0.6406518418045083	182.91626099593648	182.91626099593648	2.1405077416130514	139.98966934889313	139.98966934889313	2.1405077416130514	156.36407304968944	156.36407304968944	2.1405077416130514	132.4755860380378	0.0	465.75697264622346	295.08719630231593
463.00	54.42873158186618	0.6406512338020541	182.9161746807092	182.9161746807092	2.1405077416130514	139.98958303366584	139.98958303366584	2.1405077416130514	156.36398673446215	156.36398673446215	2.1405077416130514	132.4755860380378	0.0	465.7571418292868	295.0872106641001
464.00	54.428731592203	0.6406506389539725	182.91609030802772	182.91609030802772	2.1405077416130514	139.98949866098434	139.98949866098434	2.1405077416130514	156.36390236178067	156.36390236178067	2.1405077416130514	132.4755860380378	0.0	465.7569203214652	295.08722476470984
