Time	State	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	XAxis-BC-1	XAxis-BC-2	XAxis-BC-3	XAxis-BC-4	XAxis-BC-5	XAxis-BC-6	ZAxis-BC-1	ZAxis-BC-2	ZAxis-BC-3	ZAxis-BC-4	ZAxis-BC-5	ZAxis-BC-6	Tailstock-BC-1	Tailstock-BC-2	Tailstock-BC-3	Tailstock-BC-4	Tailstock-BC-5	Tailstock-BC-6	TankCoolant-BC-1	TankCoolant-BC-2	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	AmplifierSpindle-BC-1	AmplifierAxes-BC-1	AmplifierTailstock-BC-1	AmplifierRevolver-BC-1	CompressedAir-BC-1	BAxis-BC-1	BAxis-BC-2	Fan2-BC-1	Fan1-BC-1	PumpCF-BC-1	PumpCF-BC-2	PumpCF-BC-3	PumpCF-BC-4	TankCF-BC-1	TankCF-BC-2
   		Spindle.MotorHeatSrcStator	Spindle.MotorHeatSrcRotor	Spindle.Bearing1HeatSrcOuter	Spindle.Bearing1HeatSrcInner	Spindle.Bearing1HTC	Spindle.HeatSrcAirgap	Spindle.HeatSrcCair	Spindle.CoolantHTC	Spindle.CoolantTemperature	Spindle.CoolantHeatFlux	XAxis.MotorHeatSrcStator	XAxis.MotorHeatSrcRotor	XAxis.TransmissionHeatSrc	XAxis.BrakeHeatSrc	XAxis.CoolantTemperature	XAxis.CoolantHTC	ZAxis.MotorHeatSrcStator	ZAxis.MotorHeatSrcRotor	ZAxis.TransmissionHeatSrc	ZAxis.BrakeHeatSrc	ZAxis.CoolantTemperature	ZAxis.CoolantHTC	Tailstock.MotorHeatSrcStator	Tailstock.MotorHeatSrcRotor	Tailstock.TransmissionHeatSrc	Tailstock.BrakeHeatSrc	Tailstock.CoolantTemperature	Tailstock.CoolantHTC	TankCoolant.Temperature	TankCoolant.HeatFluxToAmbient	PumpCoolant.HeatSrcMotor	PumpCoolant.MotorHTC	PumpCoolant.HeatSrcPump	PumpCoolant.PumpHTC	AmplifierSpindle.HeatSource	AmplifierAxes.HeatSource	AmplifierTailstock.HeatSource	AmplifierRevolver.HeatSource	CompressedAir.HeatSrc	BAxis.HeatSrcStator	BAxis.HeatSrcRotor	Fan2.HeatSrc	Fan1.HeatSrc	PumpCF.HeatSrcMotor	PumpCF.MotorHTC	PumpCF.HeatSrcPump	PumpCF.PumpHTC	TankCF.Temperature	TankCF.HeatFluxToAmbient
[s]		[W]	[W]	[W]	[W]	[W/K]	[W]	[W]	[W/K]	[K]	[W]	[W]	[W]	[W]	[W]	[K]	[W/K]	[W]	[W]	[W]	[W]	[K]	[W/K]	[W]	[W]	[W]	[W]	[K]	[W/K]	[K]	[W]	[W]	[W/K]	[W]	[W/K]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W/K]	[W]	[W/K]	[K]	[W]
-	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	NEUMANN	NEUMANN	ROBIN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	ROBIN	DIRICHLET	NEUMANN	NEUMANN	ROBIN	NEUMANN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	NEUMANN	ROBIN	DIRICHLET	NEUMANN
3321.00	PROCESS	568.4945346862958	6.386301451237033E-7	0.17307247461963682	0.17307247461963682	1.8679871434586686	0.0	0.0	100.0	300.7056626805024	-606.5768082386967	0.5067906191438086	0.0	0.0	15.0	NaN	NaN	1.7230630791410113	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1627322085851	6.835028549694334	22.49531102590523	9.676603547439244	50.6884772586559	13.040568712097656	638.4605302216728	31.908638842853804	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9514727765518	304.03737806530677	67.94577660246668
3322.00	PROCESS	392.88647589353224	9.269555609270101E-7	0.20861988453972616	0.20861988453972616	1.886280687404115	0.0	0.0	100.0	300.6995920638786	-592.1441072313883	1.2056632880885248E-7	0.0	0.0	15.0	NaN	NaN	1.7095721978143856	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.16989989083044	6.843825934904574	22.49531102590523	9.676603547439244	50.6884772586559	13.043607855398553	690.7008574708268	32.153428278226656	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9459649890186	304.0408661570283	67.97388860855288
3323.00	PROCESS	385.80427489671325	9.441463851606032E-7	0.210550060818661	0.210550060818661	1.8871779892613476	0.0	0.0	100.0	300.6916174388877	-568.4806731228832	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7169154242433733	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.17687537214783	6.85238435516754	22.49531102590523	9.676603547439244	50.6884772586559	13.046515838536678	497.6175698227957	31.867647541845532	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.940457427802	304.04435415992725	68.0020026697163
3324.00	PROCESS	385.80427489671325	9.441463851606032E-7	0.210550060818661	0.210550060818661	1.8871779892613476	0.0	0.0	100.0	300.6708483875358	-531.0064153788346	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7169154242433733	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1835618083209	6.860618135053692	22.49531102590523	9.676603547439244	50.6884772586559	13.049317522055672	489.83169241737903	31.867489625873112	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9349500929243	304.04784207399706	68.03011878510017
3325.00	PROCESS	386.0882769175172	9.434447562797708E-7	0.2104696400239992	0.2104696400239992	1.8871407761803494	0.0	0.0	100.0	300.65001161444786	-499.32322092278696	0.5077091616595663	0.0	0.0	15.0	NaN	NaN	1.7243330102936651	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1898760920409	6.86842194320019	22.49531102590523	9.676603547439244	50.6884772586559	13.052037353743053	489.83169241737903	31.867453011955025	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.929442984367	304.05132989923135	68.0582369538481
3326.00	PROCESS	481.6636992470617	7.547026651938212E-7	0.1881921871961461	0.1881921871961461	1.8762111081726276	0.0	0.0	100.0	300.63644304951964	-474.2806544203859	0.5073557776550897	0.0	-0.0	15.0	NaN	NaN	1.7097278588190037	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1958719868126	6.875824784357504	22.49531102590523	9.676603547439244	50.6884772586559	13.054663468120442	490.14390579265233	32.14279181041677	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9239361021314	304.0548176356237	68.08635717510484
3327.00	PROCESS	270.7379922604422	1.3513149583704494E-6	0.2519684300210981	0.2519684300210981	1.9045902559725656	0.0	0.0	100.0	300.63147145493843	-464.1930180426357	0.5068612467339575	0.0	0.0	15.0	NaN	NaN	1.7163110107497617	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.20166115310445	6.882947350402185	22.49531102590523	9.676603547439244	50.6884772586559	13.05716241823512	595.223847535134	31.903539401684142	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9184294462198	304.0583052831675	68.11447944801475
3328.00	PROCESS	270.2344930927665	1.3538697915446075E-6	0.2522097020559649	0.2522097020559649	1.9046826298528812	0.0	0.0	100.0	300.62651785328575	-445.5907072012167	1.5747438864829372E-7	0.0	0.0	15.0	NaN	NaN	1.7168179309989444	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2073046827219	6.889877473484929	22.49531102590523	9.676603547439244	50.6884772586559	13.059527727419123	363.3547315857381	31.928531902199047	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9129230166207	304.0617928418563	68.14260377172334
3329.00	PROCESS	270.2344930927665	1.3538697915446075E-6	0.2522097020559649	0.2522097020559649	1.9046826298528812	0.0	0.0	100.0	300.6061714296054	-409.41593693405025	0.5072144585008215	0.0	0.0	15.0	NaN	NaN	1.7245088837859537	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.21270052381135	6.896533656859559	22.49531102590523	9.676603547439244	50.6884772586559	13.061789822482195	362.8014344288575	31.868223741139364	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9074168133507	304.0652803116836	68.17073014537499
3330.00	PROCESS	353.62603543143206	1.031022408649851E-6	0.22004009579857084	0.22004009579857084	1.8914674842013455	0.0	0.0	100.0	300.5847127666642	-379.1660934468723	3.9368597162079365E-8	0.0	0.0	15.0	NaN	NaN	1.7097473169428397	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.21774036040495	6.90278504733725	22.49531102590523	9.676603547439244	50.6884772586559	13.06398183827902	362.8014344288575	32.14119548240798	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.9019108364162	304.0687676926429	68.19885856811612
3331.00	PROCESS	176.11743753494954	2.0938527826856605E-6	0.31373407094701267	0.31373407094701267	1.9256347055376655	0.0	0.0	100.0	300.5755437191591	-363.45836369592917	0.5076172699832179	0.0	0.0	15.0	NaN	NaN	1.7164279857022757	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2225046447504	6.908679602373891	22.49531102590523	9.676603547439244	50.6884772586559	13.06609764405632	454.4578578399669	31.867494670031924	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8964050858012	304.07225498472786	68.22698903909257
3332.00	PROCESS	175.76613132745706	2.0981332924005593E-6	0.3140557637765413	0.3140557637765413	1.9257325374323737	0.0	0.0	100.0	300.56645191452543	-342.6226835683224	0.5069742611140311	0.0	0.0	15.0	NaN	NaN	1.7222622862483647	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2270807869917	6.914322107305634	22.49531102590523	9.676603547439244	50.6884772586559	13.068098455790079	259.41197541010234	31.90713470607517	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8908995615063	304.0757421879319	68.25512155745112
3333.00	PROCESS	213.81621909534417	1.7177803535148267E-6	0.2841380314530515	0.2841380314530515	1.9161523683254025	0.0	0.0	100.0	300.5460598217465	-308.0873293746947	0.5079071104402083	0.0	0.0	15.0	NaN	NaN	1.7110901948864157	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2313954026315	6.919665415520557	22.49531102590523	9.676603547439244	50.6884772586559	13.069977810683254	259.0262610383379	32.09816454520336	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8853942635474	304.0792293022485	68.2832561223395
3334.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.52726217537605	-283.19804386875944	0.5072851156174183	0.0	0.0	15.0	NaN	NaN	1.722438054109786	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.235386367022	6.924630426415218	22.49531102590523	9.676603547439244	50.6884772586559	13.071766443891699	300.8139425948443	31.902644612835946	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8798891919207	304.0827163276714	68.31139273290404
3335.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.5160588628039	-263.00254855879075	0.507758645237737	0.0	0.0	15.0	NaN	NaN	1.713212626932548	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2391202390729	6.9292641675796	22.49531102590523	9.676603547439244	50.6884772586559	13.073468244438738	250.1778935910567	32.08272090292081	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.874384346612	304.08620326419395	68.3395313882934
3336.00	PROCESS	167.87110953833263	2.1991691407605487E-6	0.32153519685741383	0.32153519685741383	1.927977970877241	0.0	0.0	100.0	300.5039360407135	-242.70435558884742	0.5076526119514446	0.0	0.0	15.0	NaN	NaN	1.7150635259451008	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.24264566625396	6.933630745194813	22.49531102590523	9.676603547439244	50.6884772586559	13.075058609770556	250.1778935910567	31.90146080953854	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8688797276332	304.08969011180983	68.3676720876559
3337.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.49373469202544	-226.37968408862434	0.5077798532236856	0.0	0.0	15.0	NaN	NaN	1.7172274212272063	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2459722538229	6.937752168801261	22.49531102590523	9.676603547439244	50.6884772586559	13.076537522092673	250.35852289023782	31.912416515344272	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8633753349832	304.0931768705125	68.39581483013984
3338.00	PROCESS	270.4066495372124	1.3529951568172754E-6	0.2521292764358624	0.2521292764358624	1.9046518482637307	0.0	0.0	100.0	300.4868344449797	-213.52934701602067	0.5077091616595663	0.0	0.0	15.0	NaN	NaN	1.7178124919715767	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2491380334415	6.9416673122653	22.49531102590523	9.676603547439244	50.6884772586559	13.077926220507477	250.1778935910567	31.925430293433664	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.857871168659	304.0966635402954	68.42395961489397
3339.00	PROCESS	473.6157888765777	7.676340004830238E-7	0.18980066582011157	0.18980066582011157	1.8770447786259565	0.0	0.0	100.0	300.4872956695114	-213.59385011695053	0.5069106889751013	0.0	-0.0	15.0	NaN	NaN	1.7168959253730394	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2522173283781	6.945457384157289	22.49531102590523	9.676603547439244	50.6884772586559	13.079236298933605	362.99062235675126	31.933950583762776	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8523672286765	304.10015012115224	68.45210644106793
3340.00	PROCESS	596.1514546969959	6.088063756143441E-7	0.1689708500269003	0.1689708500269003	1.865625389679178	0.0	0.0	100.0	300.5092961012382	-244.56328668774745	0.507963674321025	0.0	0.0	15.0	NaN	NaN	1.7173834303486442	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2554068537307	6.949330508136006	22.49531102590523	9.676603547439244	50.6884772586559	13.080477010459816	586.3750226651644	31.905538236602922	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8468635150298	304.1036366130765	68.48025530781183
3341.00	PROCESS	938.3536974660508	3.8585302014985874E-7	0.13438852342083768	0.13438852342083768	1.8429239732123546	0.0	0.0	100.0	300.5558021520826	-303.462836348217	0.519361203667455	0.0	0.0	15.0	NaN	NaN	1.7213835814711373	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2590166556821	6.953636003859007	22.49531102590523	9.676603547439244	50.6884772586559	13.081669355642969	721.1132846528085	31.927256450281906	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8413600277152	304.1071230160618	68.50840621427609
3342.00	PROCESS	966.663589038461	3.745062810064055E-7	0.06474133096441939	0.06474133096441939	1.76857534269316	0.0	0.0	100.0	300.6281649136294	-398.33438317390346	0.5006578369995934	0.0	-0.0	15.0	NaN	NaN	1.7524686497272743	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.26338178978955	6.95877747465953	22.49531102590523	9.676603547439244	50.6884772586559	13.082863821123713	1097.4453010331013	32.69278552981761	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8358567667256	304.1106093301016	68.53655915961124
3343.00	PROCESS	749.0645540566535	4.838654330941678E-7	0.01729116089031097	0.01729116089031097	1.6255711247305114	0.0	0.0	100.0	300.7219364436097	-513.0959224896685	1.5008318058482188E-5	0.0	-0.0	15.0	NaN	NaN	0.33989428333923977	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.26881181605705	6.965141045886873	22.49531102590523	9.676603547439244	50.6884772586559	13.08415513004551	1128.4317747854486	33.11994986701151	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8303537320576	304.1140955551896	68.56471414296848
3344.00	PROCESS	749.0645540566535	4.838654330941678E-7	0.01729116089031097	0.01729116089031097	1.6255711247305114	0.0	0.0	100.0	300.79646475043023	-587.710641195207	0.5019924588297556	0.0	0.0	15.0	NaN	NaN	1.6780426352075073	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2753069508982	6.972809997826138	22.49531102590523	9.676603547439244	50.6884772586559	13.085664917564968	888.977589014012	31.885587321210686	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8248509237267	304.1175816913192	68.59287116349903
3345.00	PROCESS	844.2033593369334	4.2908308828146826E-7	0.023644659416951694	0.023644659416951694	1.6605828868568342	0.0	0.0	100.0	300.8342396075914	-623.5750019748821	1.5008318058482652E-5	0.0	0.0	15.0	NaN	NaN	0.3755561203236101	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.28247388044826	6.9814082812550415	22.49531102590523	9.676603547439244	50.6884772586559	13.087515572859543	888.977589014012	32.24892619052393	30.0	29.9	0.0	19.858998914113506	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8193483417213	304.12106773848393	68.62103022035483
3346.00	PROCESS	844.2033593369334	4.2908308828146826E-7	0.023644659416951694	0.023644659416951694	1.6605828868568342	0.0	0.0	100.0	300.8660669228657	-659.0207940285893	0.49286848162263863	0.0	0.0	15.0	NaN	NaN	1.7169349232244309	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.29001458063374	6.990546169801535	22.49531102590523	9.676603547439244	50.6884772586559	13.089768022908794	993.6402561752302	31.887909641746823	30.0	31.33453956171039	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8138459860631	304.1245536966776	68.64919131268852
3347.00	PROCESS	273.3111727609676	1.338407359805821E-6	0.2507620698467638	0.2507620698467638	1.9041269881713998	0.0	0.0	100.0	300.903518375514	-696.8324492765362	0.5224113843968804	0.0	0.0	15.0	NaN	NaN	1.7184366772706259	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2979217953071	7.000137800326193	22.49531102590523	9.676603547439244	50.6884772586559	13.092352175025038	993.6402561752302	32.73125400019066	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8083438567348	304.12803956589374	68.67735443965283
3348.00	PROCESS	167.87110953833263	2.1991691407605487E-6	0.32153519685741383	0.32153519685741383	1.927977970877241	0.0	0.0	100.0	300.9055353632625	-671.139315837786	0.5074971164936564	0.0	0.0	15.0	NaN	NaN	1.7168569279645438	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.30598885847536	7.009983353977857	22.49531102590523	9.676603547439244	50.6884772586559	13.095138484322089	366.1824681596473	32.046741838725055	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.8028419537222	304.1315253461257	68.70551960040126
3349.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.84887321662984	-579.9730587527506	0.5074971164936564	0.0	0.0	15.0	NaN	NaN	1.7168764266134295	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3135768283768	7.019414740525517	22.49531102590523	9.676603547439244	50.6884772586559	13.098065818043947	250.35852289023782	32.04476569130706	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.797340277065	304.13501103736724	68.7336867940863
3350.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.7808214547184	-492.11326523937373	2.460537322626264E-9	0.0	-0.0	15.0	NaN	NaN	1.713797013401489	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3202181119432	7.027812328409616	22.49531102590523	9.676603547439244	50.6884772586559	13.101092511296358	250.1778935910567	32.044348398557844	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7918388267346	304.1384966396118	68.76185601986236
3351.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.7305665040985	-421.8351146427551	0.5077939921270384	0.0	0.0	15.0	NaN	NaN	1.7169934208319508	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3259688931216	7.035104556940968	22.49531102590523	9.676603547439244	50.6884772586559	13.10406272233971	250.1778935910567	31.867318629353502	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7863376027622	304.1419821528532	68.79002727688403
3352.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.69101606488925	-366.8924737913926	0.5076102017372047	0.0	0.0	15.0	NaN	NaN	1.7169934208319508	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3310340848215	7.041502467669771	22.49531102590523	9.676603547439244	50.6884772586559	13.10676912117128	250.1778935910567	31.914511256141147	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7808366050936	304.1454675770848	68.81820056430608
3353.00	PROCESS	193.26133421919127	1.9042637503461886E-6	0.29917732323489893	0.29917732323489893	1.9210939822292485	0.0	0.0	100.0	300.66122091378475	-323.72124779390674	0.5072851156174183	0.0	-0.0	15.0	NaN	NaN	1.7170519194359881	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.335561413321	7.04720209410788	22.49531102590523	9.676603547439244	50.6884772586559	13.109129322420877	250.1778935910567	31.919781855556025	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7753358337714	304.1489529123003	68.84637588128348
3354.00	PROCESS	218.27328371471037	1.6820622011931948E-6	0.2811623462399874	0.2811623462399874	1.915142105327371	0.0	0.0	100.0	300.63969471947587	-292.38746051890985	0.5078081312272341	0.0	0.0	15.0	NaN	NaN	1.7174224337362456	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3396801230501	7.052366651029921	22.49531102590523	9.676603547439244	50.6884772586559	13.111188177894373	278.2375179027439	31.909211175212327	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.769835288787	304.15243815849317	68.87455322697156
3355.00	PROCESS	446.630057260648	8.14425838687115E-7	0.19551077386225424	0.19551077386225424	1.8799454091638241	0.0	0.0	100.0	300.6270578222252	-272.9968509822811	1.2755425480507747E-7	0.0	-0.0	15.0	NaN	NaN	1.7166814451071604	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.34351184693844	7.057147246084949	22.49531102590523	9.676603547439244	50.6884772586559	13.113011962852386	305.70998018637226	31.923298929239976	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7643349701452	304.15592331565705	68.90273260052605
3356.00	PROCESS	484.12814223951693	7.508294989482274E-7	0.1877096431264124	0.1877096431264124	1.8759595441932495	0.0	0.0	100.0	300.6334594874365	-283.17842272853113	0.5078717596140473	0.0	0.0	15.0	NaN	NaN	1.7171884200540888	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3472494362621	7.061761515106546	22.49531102590523	9.676603547439244	50.6884772586559	13.114653875538346	556.7044130752242	31.866027746287205	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7588348778506	304.15940838378555	68.93091400110349
3357.00	PROCESS	599.5196264869845	6.053635123253229E-7	0.16848830595716657	0.16848830595716657	1.865343575601724	0.0	0.0	100.0	300.6630860569689	-319.37960862867953	0.507454712775235	0.0	-0.0	15.0	NaN	NaN	1.7170519194359881	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3511801229793	7.0665369531432125	22.49531102590523	9.676603547439244	50.6884772586559	13.116161754424772	597.9335697616184	31.916665690087353	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7533350118968	304.16289336287235	68.95909742786127
3358.00	PROCESS	816.0767664998037	4.439464568483022E-7	0.14420025123027616	0.14420025123027616	1.849939600942416	0.0	0.0	100.0	300.703152962481	-365.1853463221812	0.5078717596140473	0.0	0.0	15.0	NaN	NaN	1.7359402918415876	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.3555290696036	7.071766759055442	22.49531102590523	9.676603547439244	50.6884772586559	13.117594689660796	724.8170706012024	31.914289440754224	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1701.7478353722645	304.166378252911	68.98728287995624
