Time	State	Spindle-BC-1	Spindle-BC-2	Spindle-BC-3	Spindle-BC-4	Spindle-BC-5	Spindle-BC-6	Spindle-BC-7	Spindle-BC-8	Spindle-BC-9	Spindle-BC-10	XAxis-BC-1	XAxis-BC-2	XAxis-BC-3	XAxis-BC-4	XAxis-BC-5	XAxis-BC-6	ZAxis-BC-1	ZAxis-BC-2	ZAxis-BC-3	ZAxis-BC-4	ZAxis-BC-5	ZAxis-BC-6	Tailstock-BC-1	Tailstock-BC-2	Tailstock-BC-3	Tailstock-BC-4	Tailstock-BC-5	Tailstock-BC-6	TankCoolant-BC-1	TankCoolant-BC-2	PumpCoolant-BC-1	PumpCoolant-BC-2	PumpCoolant-BC-3	PumpCoolant-BC-4	AmplifierSpindle-BC-1	AmplifierAxes-BC-1	AmplifierTailstock-BC-1	AmplifierRevolver-BC-1	CompressedAir-BC-1	BAxis-BC-1	BAxis-BC-2	Fan2-BC-1	Fan1-BC-1	PumpCF-BC-1	PumpCF-BC-2	PumpCF-BC-3	PumpCF-BC-4	TankCF-BC-1	TankCF-BC-2
   		Spindle.MotorHeatSrcStator	Spindle.MotorHeatSrcRotor	Spindle.Bearing1HeatSrcOuter	Spindle.Bearing1HeatSrcInner	Spindle.Bearing1HTC	Spindle.HeatSrcAirgap	Spindle.HeatSrcCair	Spindle.CoolantHTC	Spindle.CoolantTemperature	Spindle.CoolantHeatFlux	XAxis.MotorHeatSrcStator	XAxis.MotorHeatSrcRotor	XAxis.TransmissionHeatSrc	XAxis.BrakeHeatSrc	XAxis.CoolantTemperature	XAxis.CoolantHTC	ZAxis.MotorHeatSrcStator	ZAxis.MotorHeatSrcRotor	ZAxis.TransmissionHeatSrc	ZAxis.BrakeHeatSrc	ZAxis.CoolantTemperature	ZAxis.CoolantHTC	Tailstock.MotorHeatSrcStator	Tailstock.MotorHeatSrcRotor	Tailstock.TransmissionHeatSrc	Tailstock.BrakeHeatSrc	Tailstock.CoolantTemperature	Tailstock.CoolantHTC	TankCoolant.Temperature	TankCoolant.HeatFluxToAmbient	PumpCoolant.HeatSrcMotor	PumpCoolant.MotorHTC	PumpCoolant.HeatSrcPump	PumpCoolant.PumpHTC	AmplifierSpindle.HeatSource	AmplifierAxes.HeatSource	AmplifierTailstock.HeatSource	AmplifierRevolver.HeatSource	CompressedAir.HeatSrc	BAxis.HeatSrcStator	BAxis.HeatSrcRotor	Fan2.HeatSrc	Fan1.HeatSrc	PumpCF.HeatSrcMotor	PumpCF.MotorHTC	PumpCF.HeatSrcPump	PumpCF.PumpHTC	TankCF.Temperature	TankCF.HeatFluxToAmbient
[s]		[W]	[W]	[W]	[W]	[W/K]	[W]	[W]	[W/K]	[K]	[W]	[W]	[W]	[W]	[W]	[K]	[W/K]	[W]	[W]	[W]	[W]	[K]	[W/K]	[W]	[W]	[W]	[W]	[K]	[W/K]	[K]	[W]	[W]	[W/K]	[W]	[W/K]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W]	[W/K]	[W]	[W/K]	[K]	[W]
-	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	NEUMANN	NEUMANN	ROBIN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	ROBIN	DIRICHLET	NEUMANN	NEUMANN	ROBIN	NEUMANN	ROBIN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	NEUMANN	ROBIN	NEUMANN	ROBIN	DIRICHLET	NEUMANN
2340.00	PROCESS	3.921583726689091	0.0	0.10069086415958062	0.10069086415958062	1.8139004055539145	0.0	0.0	100.0	300.41983657722625	-530.2809623086318	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	0.3575028667931589	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.9516353771906	6.579180765966389	22.49531102590523	9.676603547439244	50.6884772586559	12.96093673201614	1142.6304867632189	31.88618584763121	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4633796502567	300.5739180033941	41.512185040770014
2341.00	PROCESS	3.921583726689091	0.0	0.10069086415958062	0.10069086415958062	1.8139004055539145	0.0	0.0	100.0	300.44824435839865	-527.9595186457868	0.5192253707813338	0.0	0.0	15.0	NaN	NaN	1.7137385702702663	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.95803027873495	6.58674600274102	22.49531102590523	9.676603547439244	50.6884772586559	12.962756018663127	69.31357739613554	31.8867330289259	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4576507691886	300.5774896155036	41.53778618461172
2342.00	PROCESS	3.921583726689091	0.0	0.10069086415958062	0.10069086415958062	1.8139004055539145	0.0	0.0	100.0	300.38289307548894	-423.9814620207312	0.48366258151727076	0.0	0.0	15.0	NaN	NaN	1.7134658488340673	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.96408852928397	6.594160972296589	22.49531102590523	9.676603547439244	50.6884772586559	12.964846082938559	69.31357739613554	32.473665005723234	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4519221117798	300.58106114672177	41.56339049787347
2343.00	PROCESS	878.0198312439743	4.12486167041851E-7	0.1389726920833079	0.1389726920833079	1.8462667052342288	0.0	0.0	100.0	300.3060391843622	-333.7081570668033	0.5195757128154398	0.0	-0.0	15.0	NaN	NaN	0.3605166019841117	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.9691024878325	6.600500288365864	22.49531102590523	9.676603547439244	50.6884772586559	12.9672199248436	69.31357739613554	32.52730964520477	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4461936780376	300.58463259703854	41.588997979031426
2344.00	PROCESS	630.7658680286803	5.751880466041207E-7	0.16422583012422504	0.16422583012422504	1.8628166752041786	0.0	0.0	100.0	300.30312393004476	-348.45283448640316	0.5073769772260006	0.0	0.0	15.0	NaN	NaN	0.3575028667931589	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.97350875259434	6.605990926074216	22.49531102590523	9.676603547439244	50.6884772586559	12.969659524905985	1031.0906669758094	31.94080784255457	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4404654679647	300.588203966444	41.61460862656311
2345.00	PROCESS	386.0882769175172	9.434447562797708E-7	0.2104696400239992	0.2104696400239992	1.8871407761803494	0.0	0.0	100.0	300.3673927974829	-429.02678319008487	0.5072427207569313	0.0	0.0	15.0	NaN	NaN	0.3575028667931589	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.97827040179027	6.611659619900603	22.49531102590523	9.676603547439244	50.6884772586559	12.9718401919056	759.1772468591861	31.947466987446347	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4347374815616	300.591775254928	41.640222438946296
2346.00	PROCESS	171.96239526650064	2.1456261106820096E-6	0.3175944235048823	0.3175944235048823	1.9268018100760058	0.0	0.0	100.0	300.4069776851091	-449.44210259586157	0.5073911105193284	0.0	0.0	15.0	NaN	NaN	0.3575028667931589	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.9836701768409	6.618027492990181	22.49531102590523	9.676603547439244	50.6884772586559	12.973698682830685	490.14390579265233	31.95978216251686	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.429009718851	300.59534646248073	41.6658394146608
2347.00	PROCESS	167.7065731099506	2.201378395806924E-6	0.32169604809761887	0.32169604809761887	1.9280256565719862	0.0	0.0	100.0	300.3897812070848	-416.8130568678521	0.5110511690321021	0.0	0.0	15.0	NaN	NaN	1.7170129202559063	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.98914823186203	6.624638658879651	22.49531102590523	9.676603547439244	50.6884772586559	12.975496311900265	254.85009593140632	31.9648918349172	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4232821798041	300.59891758909197	41.69145955218703
2348.00	PROCESS	312.4917094013169	1.1684639622458107E-6	0.23427514585571518	0.23427514585571518	1.8975500318575762	0.0	0.0	100.0	300.35542446963217	-365.29597574257195	3.368475594679292E-6	0.0	-0.0	15.0	NaN	NaN	1.7157456880051276	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.9942032138956	6.630870768123913	22.49531102590523	9.676603547439244	50.6884772586559	12.977477610336319	250.1778935910567	32.137798999253675	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4175548644664	300.602488634752	41.7170828500064
2349.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.33149718120893	-336.89250846055074	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7167789344762427	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	299.99879531620456	6.636553983069475	22.49531102590523	9.676603547439244	50.6884772586559	12.979599752346198	409.2431428795666	31.86625920588134	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4118277728103	300.6060595994506	41.74270930660227
2350.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.3584361143445	-383.28579204873563	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168959253730394	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.0033455412013	6.642076805198475	22.49531102590523	9.676603547439244	50.6884772586559	12.98166151458723	1005.0644968875188	31.86646619329544	30.0	29.9	0.0	15.541237467380938	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.4061009048578	300.60963048317797	41.76833892045803
2351.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.43552547516174	-478.5762281587836	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7169154242433733	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.008537937984	6.648198778791915	22.49531102590523	9.676603547439244	50.6884772586559	12.98355355021542	1005.0644968875188	31.86646468497863	30.0	31.33453956171039	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.400374260603	300.613201285924	41.79397169005834
2352.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.5102589103408	-558.2912792678314	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168959253730394	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.0146871811041	6.65539881423938	22.49531102590523	9.676603547439244	50.6884772586559	12.985343375600118	1005.0644968875188	31.866427819510836	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3946478400749	300.61677200767883	41.819607613889396
2353.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.5666868233636	-621.1092849442196	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168764266134295	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.0216405041562	6.6636155277290285	22.49531102590523	9.676603547439244	50.6884772586559	12.98724103999656	1005.0644968875188	31.866428068491764	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3889216432465	300.6203426484324	41.84524669043864
2354.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.6141176355873	-670.1950306998981	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7169154242433733	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.029202276161	6.672623812617279	22.49531102590523	9.676603547439244	50.6884772586559	12.989441807600315	1005.0644968875188	31.866464936346745	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3831956701545	300.62391320817477	41.87088891819385
2355.00	PROCESS	854.354912850072	4.239643673799571E-7	0.14090286836224272	0.14090286836224272	1.847639549490793	0.0	0.0	100.0	300.6527694648963	-708.7864362953269	0.5077091616595663	0.0	0.0	15.0	NaN	NaN	1.7177149732605874	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.037243974809	6.682250797842463	22.49531102590523	9.676603547439244	50.6884772586559	12.99198312095723	1005.0644968875188	31.866427819510836	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3774699208006	300.627483686896	41.89653429564459
2356.00	PROCESS	917.6100991082177	3.946130889703533E-7	0.1359165812501413	0.1359165812501413	1.8440513995863812	0.0	0.0	100.0	300.6853800074315	-739.0341015077524	0.5067906191438086	0.0	0.0	15.0	NaN	NaN	1.7249388345240486	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.04565881936213	6.692361770698076	22.49531102590523	9.676603547439244	50.6884772586559	12.994800572213789	1005.0644968875188	31.90820162319334	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3717443951768	300.63105408458637	41.92218282128149
2357.00	PROCESS	688.9583452163811	5.263270338011853E-7	0.15706809469832192	0.15706809469832192	1.858413898426769	0.0	0.0	100.0	300.7165611224004	-768.9963938325945	1.2056632880885248E-7	0.0	0.0	15.0	NaN	NaN	1.707938185104133	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.0543912039197	6.702876220826287	22.49531102590523	9.676603547439244	50.6884772586559	12.997830442900781	1074.6315756616973	32.198916873638765	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3660190932503	300.63462440123567	41.94783449359588
2358.00	PROCESS	677.9147644824419	5.349510530749788E-7	0.15835488049275875	0.15835488049275875	1.8592207931744948	0.0	0.0	100.0	300.7364951453939	-776.6639033568538	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168569279645438	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.06335105397204	6.713694277958678	22.49531102590523	9.676603547439244	50.6884772586559	13.001025800548438	823.1707812600515	31.86676963966803	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3602940150715	300.6381946368339	41.973489311080016
2359.00	PROCESS	677.9147644824419	5.349510530749788E-7	0.15835488049275875	0.15835488049275875	1.8592207931744948	0.0	0.0	100.0	300.73377437520816	-757.8455788884298	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168179309989444	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.07230590484795	6.724571455177108	22.49531102590523	9.676603547439244	50.6884772586559	13.004354105511478	811.0261371039787	31.86672153626087	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3545691606691	300.6417647913712	41.99914727222761
2360.00	PROCESS	677.9147644824419	5.349510530749788E-7	0.15835488049275875	0.15835488049275875	1.8592207931744948	0.0	0.0	100.0	300.7258875662851	-739.9084412422667	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7170909190589674	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.081067587425	6.735267460449008	22.49531102590523	9.676603547439244	50.6884772586559	13.00778658488651	811.0261371039787	31.866868576123323	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3488445300163	300.6453348648379	42.02480837553354
2361.00	PROCESS	677.9147644824419	5.349510530749788E-7	0.15835488049275875	0.15835488049275875	1.8592207931744948	0.0	0.0	100.0	300.72347131198615	-725.5427424364314	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7167984326822316	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.08964078018926	6.745736854238385	22.49531102590523	9.676603547439244	50.6884772586559	13.011261726148415	811.0261371039787	31.866498764374562	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3431201231006	300.64890485722367	42.05047261949382
2362.00	PROCESS	684.7374835358984	5.29590106425467E-7	0.15755063876805564	0.15755063876805564	1.8587172967054941	0.0	0.0	100.0	300.7226029992115	-714.3839562347466	0.5075041839522976	0.0	0.0	15.0	NaN	NaN	1.7168959253730394	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.09807552561927	6.756028263613095	22.49531102590523	9.676603547439244	50.6884772586559	13.014698676552307	811.0261371039787	31.86668571206994	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3373959399646	300.65247476851886	42.07614000260561
2363.00	PROCESS	677.9147644824419	5.349510530749788E-7	0.15835488049275875	0.15835488049275875	1.8592207931744948	0.0	0.0	100.0	300.724381055505	-706.2567566634812	0.5072003276680312	0.0	0.0	15.0	NaN	NaN	1.7262485600778419	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.10640207942754	6.766183534161849	22.49531102590523	9.676603547439244	50.6884772586559	13.018060237120206	818.5290722441754	31.90007570630834	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3316719805869	300.65604459871344	42.101810523366446
2364.00	PROCESS	808.0096779801938	4.484003874841796E-7	0.14492406733487673	0.14492406733487673	1.8504370708899767	0.0	0.0	100.0	300.7276879341221	-699.9419409758616	4.1361632393409335E-8	0.0	0.0	15.0	NaN	NaN	1.7074714678283118	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1146501577512	6.776238825147124	22.49531102590523	9.676603547439244	50.6884772586559	13.021355322015198	811.0261371039787	32.196682165676776	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3259482449919	300.6596143477977	42.12748418027542
2365.00	PROCESS	521.9175382053976	6.960542323269138E-7	0.18071275411527363	0.18071275411527363	1.872233418517734	0.0	0.0	100.0	300.7386011124227	-707.1656033761371	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168179309989444	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.122882632847	6.786261791368777	22.49531102590523	9.676603547439244	50.6884772586559	13.02459935713463	954.0955313184328	31.86700264452729	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3202247331515	300.6631840157614	42.15316097183307
2366.00	PROCESS	520.9859124520718	6.973083536809353E-7	0.18087360053003795	0.18087360053003795	1.872320769444775	0.0	0.0	100.0	300.74538292830914	-698.3675198009507	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168764266134295	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.13112322782536	6.796291635899923	22.49531102590523	9.676603547439244	50.6884772586559	13.02780419579976	639.4849255728511	31.86701507978598	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.314501445129	300.6667536025948	42.178840896539825
2367.00	PROCESS	520.9859124520718	6.973083536809353E-7	0.18087360053003795	0.18087360053003795	1.872320769444775	0.0	0.0	100.0	300.72881262724655	-662.1416334659955	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7168959253730394	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.13918587894597	6.8061572528839065	22.49531102590523	9.676603547439244	50.6884772586559	13.03098756470021	638.4605302216728	31.867050837298883	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3087783808996	300.67032310828796	42.20452395289869
2368.00	PROCESS	520.9859124520718	6.973083536809353E-7	0.18087360053003795	0.18087360053003795	1.872320769444775	0.0	0.0	100.0	300.7086581672755	-631.1534352913895	0.5077091616595663	0.0	0.0	15.0	NaN	NaN	1.7178124919715767	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.14689074669957	6.815637723054831	22.49531102590523	9.676603547439244	50.6884772586559	13.034166252884976	638.4605302216728	31.867050547851342	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.3030555404487	300.6738925328312	42.23021013941297
2369.00	PROCESS	568.4945346862958	6.386301451237033E-7	0.17307247461963682	0.17307247461963682	1.8679871434586686	0.0	0.0	100.0	300.6972099105089	-606.5766701396001	0.5067906191438086	0.0	0.0	15.0	NaN	NaN	1.7230630791410113	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.15427733672635	6.8247227533144486	22.49531102590523	9.676603547439244	50.6884772586559	13.03731085595441	638.4605302216728	31.908638842853804	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.2973329237832	300.67746187621435	42.255899454587066
2370.00	PROCESS	392.88647589353224	9.269555609270101E-7	0.20861988453972616	0.20861988453972616	1.886280687404115	0.0	0.0	100.0	300.69113953229953	-592.1439690925467	1.2056632880885248E-7	0.0	0.0	15.0	NaN	NaN	1.7095721978143856	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1614452569829	6.833517500486625	22.49531102590523	9.676603547439244	50.6884772586559	13.040352590012434	690.7008574708268	32.153428278226656	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.291610530941	300.68103113842767	42.28159189692674
2371.00	PROCESS	385.80427489671325	9.441463851606032E-7	0.210550060818661	0.210550060818661	1.8871779892613476	0.0	0.0	100.0	300.68316514578504	-568.4805349449505	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7169154242433733	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.168420976381	6.842073365369105	22.49531102590523	9.676603547439244	50.6884772586559	13.043263053377457	497.6175698227957	31.867647541845532	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.285888361895	300.6846003194613	42.307287464938106
2372.00	PROCESS	385.80427489671325	9.441463851606032E-7	0.210550060818661	0.210550060818661	1.8871779892613476	0.0	0.0	100.0	300.66239633296436	-531.0062771631578	8.878297302089278E-34	0.0	0.0	15.0	NaN	NaN	1.7169154242433733	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.17510765070784	6.8503047001269515	22.49531102590523	9.676603547439244	50.6884772586559	13.046067127328323	489.83169241737903	31.867489625873112	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.2801664166584	300.6881694193053	42.332986157129405
2373.00	PROCESS	386.0882769175172	9.434447562797708E-7	0.2104696400239992	0.2104696400239992	1.8871407761803494	0.0	0.0	100.0	300.6415597984542	-499.32308267150916	0.5077091616595663	0.0	0.0	15.0	NaN	NaN	1.7243330102936651	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.18142217265654	6.858106208080907	22.49531102590523	9.676603547439244	50.6884772586559	13.048789279955308	489.83169241737903	31.867453011955025	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.2744446952474	300.6917384379499	42.3586879720092
2374.00	PROCESS	481.6636992470617	7.547026651938212E-7	0.1881921871961461	0.1881921871961461	1.8762111081726276	0.0	0.0	100.0	300.6279914721567	-474.2805161347974	0.5073557776550897	0.0	-0.0	15.0	NaN	NaN	1.7097278588190037	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.18741830572566	6.8655068846442715	22.49531102590523	9.676603547439244	50.6884772586559	13.051417636277192	490.14390579265233	32.14279181041677	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.2687231976636	300.69530737538497	42.38439290808656
2375.00	PROCESS	270.7379922604422	1.3513149583704494E-6	0.2519684300210981	0.2519684300210981	1.9045902559725656	0.0	0.0	100.0	300.6230201162549	-464.19287972409506	0.5068612467339575	0.0	0.0	15.0	NaN	NaN	1.7163110107497617	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.19320771037445	6.8726273816677415	22.49531102590523	9.676603547439244	50.6884772586559	13.053918722222102	595.223847535134	31.903539401684142	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.263001923929	300.69887623160093	42.410100963873234
2376.00	PROCESS	270.2344930927665	1.3538697915446075E-6	0.2522097020559649	0.2522097020559649	1.9046826298528812	0.0	0.0	100.0	300.61806675332906	-445.5905688509574	1.5747438864829372E-7	0.0	0.0	15.0	NaN	NaN	1.7168179309989444	0.0	-0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.1988514784031	6.879555501760979	22.49531102590523	9.676603547439244	50.6884772586559	13.056286056122035	363.3547315857381	31.928531902199047	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.2572808740142	300.7024450065878	42.43581213788098
2377.00	PROCESS	270.2344930927665	1.3538697915446075E-6	0.2522097020559649	0.2522097020559649	1.9046826298528812	0.0	0.0	100.0	300.59772056841257	-409.41579855408463	0.5072144585008215	0.0	0.0	15.0	NaN	NaN	1.7245088837859537	0.0	0.0	15.0	NaN	NaN	0.0	0.0	0.0	0.0	NaN	NaN	300.2042475579622	6.886209774160253	22.49531102590523	9.676603547439244	50.6884772586559	13.05855008991043	362.8014344288575	31.868223741139364	30.0	29.9	0.0	0.0	0.0	25.344	25.344	362.89715289982456	115.61184651377452	1171.9684913675069	1707.2515600479435	300.70601370033586	42.46152642862277
